meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
South Metro Open,2013-01-12,Open Men's 85 kg,Tucker Meillier,83.1,100,105,-110,135,-140,-140,105,135,240
South Metro Open,2013-01-12,Open Men's 77 kg,Joseph Donahoe,74.2,87,-90,90,110,114,117,90,117,207
South Metro Open,2013-01-12,Open Men's 94 kg,Bryan Ehlers,85.5,-90,-90,90,110,115,-120,90,115,205
South Metro Open,2013-01-12,Open Men's+105 kg,Isaac Hubbard,117.3,85,88,91,106,110,114,91,114,205
South Metro Open,2013-01-12,Open Men's 105 kg,Jacob Meehan,100.8,-82,82,-88,-116,-119,119,82,119,201
South Metro Open,2013-01-12,Open Men's 77 kg,Hayden Johnson,74.5,80,85,90,110,-114,-117,90,110,200
South Metro Open,2013-01-12,Open Men's 77 kg,Caleb Malek,75.3,85,-88,90,95,100,105,90,105,195
South Metro Open,2013-01-12,Open Men's 94 kg,Justin Nelson,91.4,85,-88,88,100,-103,103,88,103,191
South Metro Open,2013-01-12,Open Men's 85 kg,Connor Rousemiller,85,80,85,90,95,100,-106,90,100,190
South Metro Open,2013-01-12,Open Men's 105 kg,Joseph Malinao,98.1,-78,78,-81,108,-112,112,78,112,190
South Metro Open,2013-01-12,Open Men's 85 kg,Tyrone Joshua Mision,85,65,68,71,110,113,117,71,117,188
South Metro Open,2013-01-12,Open Men's 77 kg,Michael Schiller,74.1,76,-78,-79,-105,107,111,76,111,187
South Metro Open,2013-01-12,Open Men's 77 kg,Evan Stoffregen,73.3,78,82,86,95,100,-105,86,100,186
South Metro Open,2013-01-12,Open Men's 77 kg,Andrew KUIVINEN,76.3,77,80,82,92,96,100,82,100,182
South Metro Open,2013-01-12,Open Men's+105 kg,Steven Christopherson,117.3,75,77,80,85,90,95,80,95,175
South Metro Open,2013-01-12,Open Men's 77 kg,Steven Pfahning,74.5,68,72,76,95,-100,-100,76,95,171
South Metro Open,2013-01-12,Open Men's+105 kg,Eric Rousemiller,122.8,70,75,-78,90,95,-100,75,95,170
South Metro Open,2013-01-12,Open Men's 85 kg,Brian Wisnoski,77.1,60,65,70,90,95,100,70,100,170
South Metro Open,2013-01-12,Open Men's 62 kg,Peter Moon,60.6,68,-71,71,87,90,93,71,93,164
South Metro Open,2013-01-12,Open Men's 77 kg,Luka Zane,73.9,65,70,-77,-85,85,90,70,90,160
South Metro Open,2013-01-12,Open Men's 85 kg,Paul Martinson,81.4,67,-70,71,85,-89,89,71,89,160
South Metro Open,2013-01-12,Open Men's 85 kg,James Rowley,83.8,62,65,69,90,-92,-92,69,90,159
South Metro Open,2013-01-12,Open Men's 85 kg,William Karan,82.7,62,-65,66,88,92,-95,66,92,158
South Metro Open,2013-01-12,Open Men's 77 kg,Jonathan Sevlie,72.9,-61,61,65,80,85,-89,65,85,150
South Metro Open,2013-01-12,Open Men's 85 kg,Matt McDavid,79.7,58,61,-63,80,83,86,61,86,147
South Metro Open,2013-01-12,Open Men's 105 kg,Adam Mehr,98.4,58,61,62,80,-83,85,62,85,147
South Metro Open,2013-01-12,Open Men's 69 kg,Brendan Urke,68.3,-66,67,-70,-80,-80,80,67,80,147
South Metro Open,2013-01-12,Open Men's 85 kg,Cooper Smith,83.2,61,64,-67,77,80,83,64,83,147
South Metro Open,2013-01-12,Open Men's 77 kg,Gerrit Olsen,76.1,60,62,-65,80,-82,84,62,84,146
South Metro Open,2013-01-12,Open Men's 85 kg,Matthew Mientkiewicz,82,55,58,-61,83,86,-89,58,86,144
South Metro Open,2013-01-12,Open Men's 62 kg,Bailey Neumann,61.2,60,63,65,70,74,78,65,78,143
South Metro Open,2013-01-12,Open Men's 56 kg,Nicholas Malecha,54.2,62,65,68,70,-74,74,68,74,142
South Metro Open,2013-01-12,Open Men's+105 kg,Anders Grahn,121.9,60,63,-65,-70,73,78,63,78,141
South Metro Open,2013-01-12,Open Men's 69 kg,Grahm Johnson,64,57,60,-62,76,79,81,60,81,141
South Metro Open,2013-01-12,Open Men's 77 kg,Alexander Nelson,75.9,55,60,65,70,75,-80,65,75,140
South Metro Open,2013-01-12,Open Men's 69 kg,Brandon Marek,68.1,60,63,-66,70,72,75,63,75,138
South Metro Open,2013-01-12,Open Men's 56 kg,Benjamin Nhan,55.7,66,48,51,66,69,72,66,72,138
South Metro Open,2013-01-12,Open Men's 69 kg,John Dougherty,64.8,-62,-62,62,73,74,76,62,76,138
South Metro Open,2013-01-12,Open Men's 94 kg,Tommy Haberlack,86,55,-58,58,-75,-75,75,58,75,133
South Metro Open,2013-01-12,Open Men's 77 kg,Isaac Hove,75,55,57,59,70,72,74,59,74,133
South Metro Open,2013-01-12,Open Men's 85 kg,Jacob Engel,81.4,50,52,55,-77,77,-80,55,77,132
South Metro Open,2013-01-12,Open Men's 105 kg,Brett Fatturi,102.4,50,55,-62,60,65,72,55,72,127
South Metro Open,2013-01-12,Open Women's +75 Kg,Anesha Jones,107.5,50,-54,56,61,65,70,56,70,126
South Metro Open,2013-01-12,Open Men's 69 kg,Robert Moulton,68.3,45,47,50,70,73,76,50,76,126
South Metro Open,2013-01-12,Women's 14-15 Age Group +69 kg,Alicia Vogel,83.2,50,55,-62,60,65,70,55,70,125
South Metro Open,2013-01-12,Open Men's 85 kg,Alex Lyons,83.4,50,53,-56,65,68,71,53,71,124
South Metro Open,2013-01-12,Open Men's+105 kg,Alex Parkos,124,-45,45,48,68,73,76,48,76,124
South Metro Open,2013-01-12,Open Men's 56 kg,Jackson Gilman,40.5,50,52,-54,-70,70,-72,52,70,122
South Metro Open,2013-01-12,Open Men's 62 kg,Eric Voxland,62,50,52,-54,65,67,70,52,70,122
South Metro Open,2013-01-12,Open Men's 94 kg,Anton Sullivan,92.5,50,-53,53,65,-68,68,53,68,121
South Metro Open,2013-01-12,Open Men's 105 kg,Andrew Samuel,104.7,45,47,50,-70,70,-72,50,70,120
South Metro Open,2013-01-12,Open Men's 77 kg,Brian Novak,76.9,50,-51,-51,66,-68,70,50,70,120
South Metro Open,2013-01-12,Open Men's 85 kg,Chase Thomas,83.5,45,49,-52,65,69,-71,49,69,118
South Metro Open,2013-01-12,Open Men's 77 kg,Jarrod Leake,73.1,48,50,51,60,62,-64,51,62,113
South Metro Open,2013-01-12,Open Women's 69 kg,Erica Kesseh,63.5,47,49,51,54,58,61,51,61,112
South Metro Open,2013-01-12,Women's 16-17 Age Group 63 kg,Rachel Tuma,62.2,45,47,50,55,58,60,50,60,110
South Metro Open,2013-01-12,Open Men's 69 kg,Joseph Sevlie,64.2,46,48,50,57,-60,60,50,60,110
South Metro Open,2013-01-12,Open Men's 56 kg,Bjorn Bade,52.6,-44,45,-50,64,-68,-68,45,64,109
South Metro Open,2013-01-12,Open Women's 63 kg,Payton Schulze,62.9,-39,41,44,60,63,65,44,65,109
South Metro Open,2013-01-12,Open Women's 63 kg,Bernadette Soderlund,62.1,41,44,46,55,60,-63,46,60,106
South Metro Open,2013-01-12,Open Men's 69 kg,Maxwell Cantrell,65.6,41,43,45,-57,58,60,45,60,105
South Metro Open,2013-01-12,Open Women's +75 Kg,Claire Walters,79.8,38,41,44,52,55,59,44,59,103
South Metro Open,2013-01-12,Women's 16-17 Age Group 53 kg,Aneesa Ally,52.8,43,44,45,54,56,-58,45,56,101
South Metro Open,2013-01-12,Open Women's 58 kg,Clara Drew,57.6,41,44,46,52,55,-58,46,55,101
South Metro Open,2013-01-12,Open Women's 69 kg,Allison Clark,67.9,35,38,41,51,55,60,41,60,101
South Metro Open,2013-01-12,Open Men's 77 kg,Jordan Leake,77,44,46,49,-50,-52,52,49,52,101
South Metro Open,2013-01-12,Open Men's 105 kg,Stefan Remund,103.1,40,42,44,-55,55,-56,44,55,99
South Metro Open,2013-01-12,Open Men's 77 kg,Aron Hawkinson,73.2,40,42,45,-50,50,53,45,53,98
South Metro Open,2013-01-12,Open Men's 62 kg,Noah Curran,61.3,-37,37,-40,55,-58,58,37,58,95
South Metro Open,2013-01-12,Women's 16-17 Age Group +75 kg,Abigail Hillyer,80.2,-39,-42,42,45,50,-55,42,50,92
South Metro Open,2013-01-12,Women's 16-17 Age Group 69 kg,Danielle Blanshan,67,37,39,40,48,50,52,40,52,92
South Metro Open,2013-01-12,Open Women's 69 kg,Ariel Behnke,67.7,-37,37,40,46,-49,50,40,50,90
