meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2017 Central Texas Oly Open,2017-10-29,Open Men's 77 kg,Matthew McCullough,74.1,110,-115,115,132,137,143,115,143,258
2017 Central Texas Oly Open,2017-10-29,Open Men's 94 kg,Charles Keenan,93.1,-118,-118,118,-137,138,-142,118,138,256
2017 Central Texas Oly Open,2017-10-29,Open Men's 85 kg,Nowlan Savage,83.9,88,92,-96,127,-133,-137,92,127,219
2017 Central Texas Oly Open,2017-10-29,Open Men's 105 kg,Jason Ayala,104.3,94,97,100,111,115,118,100,118,218
2017 Central Texas Oly Open,2017-10-29,Open Men's 105 kg,Jeremiah Williams,96.7,95,-99,-100,118,121,-127,95,121,216
2017 Central Texas Oly Open,2017-10-29,Open Men's 94 kg,Paul Kosnik,87.1,90,95,98,105,110,116,98,116,214
2017 Central Texas Oly Open,2017-10-29,Open Men's+105 kg,Sam Dowdy,114.8,85,89,91,110,114,120,91,120,211
2017 Central Texas Oly Open,2017-10-29,Men's 14-15 Age Group 77 kg,Rees Cooksy,70.1,83,87,92,-105,108,114,92,114,206
2017 Central Texas Oly Open,2017-10-29,Open Men's 105 kg,Adam White,97.9,80,105,-115,95,-140,0,105,95,200
2017 Central Texas Oly Open,2017-10-29,Open Men's 69 kg,Ben Cantu,66.5,83,87,-90,104,109,112,87,112,199
2017 Central Texas Oly Open,2017-10-29,Open Men's 77 kg,Brian Hernandez,76.6,90,93,-95,-106,-106,106,93,106,199
2017 Central Texas Oly Open,2017-10-29,Open Men's 85 kg,Scott Johnson,80.8,84,87,90,103,107,-110,90,107,197
2017 Central Texas Oly Open,2017-10-29,Open Men's 105 kg,Henry Alford,94.1,-84,85,88,92,98,103,88,103,191
2017 Central Texas Oly Open,2017-10-29,Open Men's+105 kg,Colby Blomstrom,119.5,75,82,85,91,95,100,85,100,185
2017 Central Texas Oly Open,2017-10-29,Open Women's 75 kg,Allison Ralfs,74.8,76,79,-82,95,97,-99,79,97,176
2017 Central Texas Oly Open,2017-10-29,Open Men's 69 kg,Bryce Mott,68.8,66,70,-76,95,100,-102,70,100,170
2017 Central Texas Oly Open,2017-10-29,Women's 16-17 Age Group 69 kg,Alexandra Thornton,66.6,67,70,73,85,89,93,73,93,166
