event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
AK Bjørgvin Seriestevne,2025-08-20,female - Ungdom Kvinner,Ingrid Skag Skjefstad,44,37,39,41,48,-50,-51,41,48,89
AK Bjørgvin Seriestevne,2025-08-20,female - Ungdom Kvinner,Heidi Nævdal,53,48,51,-53,57,60,-63,51,60,111
AK Bjørgvin Seriestevne,2025-08-20,female - Ungdom Kvinner,Sandra Viktoria N. Amundsen,69,68,70,-72,81,84,-86,70,84,154
AK Bjørgvin Seriestevne,2025-08-20,female - Junior Kvinner,Mathilde Loy Enger,77,67,-71,-71,85,88,91,67,91,158
AK Bjørgvin Seriestevne,2025-08-20,female - Junior Kvinner,Trine Endestad Hellevang,77,68,-71,-72,88,90,-92,68,90,158
AK Bjørgvin Seriestevne,2025-08-20,female - Senior Kvinner,Maria Sæterstøl,58,36,39,-41,50,53,56,39,56,95
AK Bjørgvin Seriestevne,2025-08-20,female - Senior Kvinner,Caroline Røsbø,77,63,-66,-68,84,87,-90,63,87,150
AK Bjørgvin Seriestevne,2025-08-20,female - Senior Kvinner,Lilly Småland,77,64,67,70,87,90,93,70,93,163
AK Bjørgvin Seriestevne,2025-08-20,female - Veteran Kvinner over 35,Iselin Hatlenes,69,-64,66,-68,79,-82,-82,66,79,145
AK Bjørgvin Seriestevne,2025-08-20,male - Ungdom Menn,Anton Rivera,65,21,25,29,34,37,41,29,41,70
AK Bjørgvin Seriestevne,2025-08-20,male - Ungdom Menn,Vinjar Kronen,56,10,12,14,17,-20,21,14,21,35
AK Bjørgvin Seriestevne,2025-08-20,male - Veteran Menn over 45,Børge Aadland,110,98,101,-103,130,135,-140,101,135,236
