event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2026-08-27,male - Ungdom Menn,Benas Norvilaitis,999,40,45,48,59,62,65,48,65,113
Tambarskjelvar IL Seriestevne,2026-08-27,female - Ungdom Kvinner,Emine Tefre Grønnevik,45,35,38,40,52,54,56,40,56,96
Tambarskjelvar IL Seriestevne,2026-08-27,male - Ungdom Menn,Matias Søgnebotnen Herstad,60,40,43,45,59,62,64,45,64,109
Tambarskjelvar IL Seriestevne,2026-08-27,male - Junior Menn,Erik Orasmäe,75,60,65,70,80,85,90,70,90,160
Tambarskjelvar IL Seriestevne,2026-08-27,male - Junior Menn,Andreas Kvamsås Savland,85,75,80,85,85,92,98,85,98,183
Tambarskjelvar IL Seriestevne,2026-08-27,male - Junior Menn,Aaron Jensen Fauske,85,75,80,85,95,100,105,85,105,190
Tambarskjelvar IL Seriestevne,2026-08-27,male - Junior Menn,Olai Slagstad Aamot,85,85,-90,90,105,110,115,90,115,205
Tambarskjelvar IL Seriestevne,2026-08-27,male - Ungdom Menn,Lyder Slagstad Aamot,85,70,73,75,90,95,0,75,95,170
Tambarskjelvar IL Seriestevne,2026-08-27,male - Ungdom Menn,Andreas Kvame,70,65,70,-75,-85,85,0,70,85,155
Tambarskjelvar IL Seriestevne,2026-08-27,male - Junior Menn,Brede Tengel Lesto,85,80,85,-90,95,100,105,85,105,190
