event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2025-09-25,male - Ungdom Menn,Lyder Slagstad Aamot,79,-70,70,-73,-90,-90,-90,70,0.0,0.0
Tambarskjelvar IL Seriestevne,2025-09-25,male - Junior Menn,Erik Orasmäe,71,80,-83,83,92,-97,97,83,97,180
Tambarskjelvar IL Seriestevne,2025-09-25,male - Ungdom Menn,Andreas Kvamsås Savland,88,-85,85,-90,95,-100,-100,85,95,180
Tambarskjelvar IL Seriestevne,2025-09-25,male - Junior Menn,Brede Tengel Lesto,79,80,84,-86,100,105,110,84,110,194
Tambarskjelvar IL Seriestevne,2025-09-25,male - Ungdom Menn,Aaron Jensen Fauske,79,82,-85,-85,95,100,-105,82,100,182
Tambarskjelvar IL Seriestevne,2025-09-25,male - Veteran Menn over 60,Jørn Helgheim,88,50,52,55,65,70,-75,55,70,125
Tambarskjelvar IL Seriestevne,2025-09-25,male - Veteran Menn over 65,Arne Larsen,88,50,55,-60,65,70,75,55,75,130
Tambarskjelvar IL Seriestevne,2025-09-25,male - Veteran Menn over 70,Odd Hammarseth,110,45,-47,47,50,55,60,47,60,107
Tambarskjelvar IL Seriestevne,2025-09-25,male - Senior Menn,Kristen Røyseth,88,100,105,-110,120,128,135,105,135,240
Tambarskjelvar IL Seriestevne,2025-09-25,male - Junior Menn,Aksel Lykkebø Svorstøl,79,92,96,-100,-120,-120,-120,96,0.0,0.0
Tambarskjelvar IL Seriestevne,2025-09-25,male - Senior Menn,Ragnar G. Holme,999,160,170,-180,190,200,210,170,210,380
Tambarskjelvar IL Seriestevne,2025-09-25,male - Ungdom Menn,Olai Slagstad Aamot,88,-95,-95,-95,0,0,0,0.0,0.0,0.0
Tambarskjelvar IL Seriestevne,2025-09-25,female - Ungdom Kvinner,Madeleine Indrebø,999,35,-38,-38,45,48,50,35,50,85
Tambarskjelvar IL Seriestevne,2025-09-25,female - Senior Kvinner,Marit Årdalsbakke,77,80,84,87,95,100,103,87,103,190
