event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,female - Senior Kvinner,Sol Anette Waaler,58,78,-81,-81,99,102,-106,78,102,180
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,female - Senior Kvinner,Rebekka Tao Jacobsen,58,76,-78,-78,98,102,104,76,104,180
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,female - Veteran Kvinner over 35,Ine Andersson,63,82,-84,-84,108,112,-115,82,112,194
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,female - Senior Kvinner,Ronja Lenvik,63,-76,-76,-76,0,0,0,0.0,0.0,0.0
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Senior Menn,Sigurd Haug Korsvoll,94,124,128,-130,156,161,-165,128,161,289
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Junior Menn,Teo Martinus Mork-Tøvik,94,120,125,130,150,155,-159,130,155,285
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Senior Menn,Adrian Henneli,88,124,128,-131,154,-158,158,128,158,286
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Senior Menn,Julius Ellertsson,94,-120,-120,120,147,151,155,120,155,275
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Senior Menn,Kim Alexander Kvernø,65,96,-99,-102,120,-125,-125,96,120,216
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Junior Menn,Rasmus Heggvik Aune,79,-103,-103,-105,130,135,140,0.0,140,0.0
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Junior Menn,Alvolai Myrvang Røyseth,88,120,123,-125,150,155,-158,123,155,278
Tambarskjelvar IL Nasjonalt stevne,2025-08-23,male - Ungdom Menn,Nikolai K. Aadland,94,115,119,-121,146,-152,-157,119,146,265
