event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Nidelv IL Seriestevne 5-kamp,2026-06-17,female - Senior Kvinner,Helene Lund Olsen,999,35,-38,38,44,-47,47,38,47,85
Nidelv IL Seriestevne 5-kamp,2026-06-17,female - Ungdom Kvinner,Anine Sofie Fritz Almås,53,33,35,0,38,0,0,35,38,73
Nidelv IL Seriestevne 5-kamp,2026-06-17,female - Veteran Kvinner over 45,Mira Elina Willert Søråsen,69,18,20,21,26,29,31,21,31,52
Nidelv IL Seriestevne 5-kamp,2026-06-17,female - Veteran Kvinner over 40,Nina Bye,63,23,25,27,30,33,36,27,36,63
Nidelv IL Seriestevne 5-kamp,2026-06-17,female - Veteran Kvinner over 35,Hanna Sletvold,77,55,-59,59,75,-79,79,59,79,138
Nidelv IL Seriestevne 5-kamp,2026-06-17,female - Veteran Kvinner over 35,Ingvild Braa,77,10,11,12,15,17,19,12,19,31
Nidelv IL Seriestevne 5-kamp,2026-06-17,male - Veteran Menn over 60,Iver Klingenberg,110,50,-55,-55,60,0,0,50,60,110
Nidelv IL Seriestevne 5-kamp,2026-06-17,male - Senior Menn,Elijah Nhat Hoang,79,83,0,0,106,0,0,83,106,189
Nidelv IL Seriestevne 5-kamp,2026-06-17,male - Ungdom Menn,Herman Wedvik,79,50,60,0,70,0,0,60,70,130
Nidelv IL Seriestevne 5-kamp,2026-06-17,male - Ungdom Menn,Nicolai Schjetne Kristiansen,56,12,14,-16,17,19,20,14,20,34
