event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Hitra VK Seriestevne,2026-02-11,female - Ungdom Kvinner,Natali Siska,44,10,15,20,15,20,25,20,25,45
Hitra VK Seriestevne,2026-02-11,female - Ungdom Kvinner,Solveig Olsen,48,35,37,-39,45,47,48,37,48,85
Hitra VK Seriestevne,2026-02-11,male - Ungdom Menn,Alfred Børø,56,-12,12,-15,15,17,19,12,19,31
Hitra VK Seriestevne,2026-02-11,male - Ungdom Menn,Storm Ulvan Sandvik,56,12,15,17,15,-17,19,17,19,36
Hitra VK Seriestevne,2026-02-11,male - Ungdom Menn,Brage Aurheim,60,-20,-20,-22,23,26,28,0.0,28,0.0
Hitra VK Seriestevne,2026-02-11,male - Ungdom Menn,Emil Røvik,65,53,-56,56,64,-66,68,56,68,124
Hitra VK Seriestevne,2026-02-11,male - Ungdom Menn,Adam Hassan,71,-12,12,-15,20,23,25,12,25,37
Hitra VK Seriestevne,2026-02-11,male - Junior Menn,Anders Lysø Sletvold,71,-56,-56,57,70,74,-78,57,74,131
Hitra VK Seriestevne,2026-02-11,male - Junior Menn,Rene A. Rand Djupå,79,-92,92,-94,100,0,0,92,100,192
Hitra VK Seriestevne,2026-02-11,male - Junior Menn,Tomack Sand,79,-92,92,95,120,124,128,95,128,223
Hitra VK Seriestevne,2026-02-11,male - Ungdom Menn,Sindre Lysø Sletvold,79,46,-48,48,-59,59,-61,48,59,107
Hitra VK Seriestevne,2026-02-11,male - Junior Menn,Yosef Hassan,88,-55,-57,57,82,-86,-86,57,82,139
