event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Anna Siqveland,40,10,13,15,12,15,17,15,17,32
Vigrestad IK Regionsmesterskap,2023-06-10,female - Senior Kvinner,Camilla Larsen Eiane,59,39,42,44,56,59,62,44,62,106
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Eline Høien,64,-56,56,59,66,69,72,59,72,131
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Eline Svendsen,64,45,-50,-50,50,55,-60,45,55,100
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Ingrid Emilie Haugland,40,15,17,19,17,20,22,19,22,41
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Lea B. Jensen,55,38,40,43,50,52,55,43,55,98
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Lisa Siqveland,55,-30,30,-33,32,35,38,30,38,68
Vigrestad IK Regionsmesterskap,2023-06-10,female - Ungdom Kvinner,Nora Kristin Haugland,49,28,32,34,35,38,41,34,41,75
Vigrestad IK Regionsmesterskap,2023-06-10,female - Junior Kvinner,Rina Tysse,59,35,40,42,40,46,-50,42,46,88
Vigrestad IK Regionsmesterskap,2023-06-10,female - Senior Kvinner,Sara Vestvik,64,-44,44,-50,53,56,-60,44,56,100
Vigrestad IK Regionsmesterskap,2023-06-10,female - Junior Kvinner,Siv-Helene Haaland,59,30,0,0,30,35,40,30,40,70
Vigrestad IK Regionsmesterskap,2023-06-10,female - Veteran Kvinner over 45,Monika Zakrzewska,81,35,40,-45,55,61,64,40,64,104
