event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (55-59) 102kg,Alexander Bahmanyar,102,-87,87,90,120,125,-128,90,125,215
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (40-44) 96Kg,Andreas Nordmo Skauen,96,70,74,77,90,94,98,77,98,175
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (60-64) 73Kg,Atle Rønning Kauppinen,73,82,85,0,100,0,0,85,100,185
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (60-64) 81Kg,Bjørnar Olsen,81,90,93,95,107,115,-117,95,115,210
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (65-69) 102kg,Geir Hestmann,102,78,82,-84,85,-96,-96,82,85,167
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (70-74) 96kg,Johan Thonerud,96,60,-62,62,70,75,77,62,77,139
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (55-59) 96Kg,Lars-Thomas Grønlien,96,-80,-80,-80,0,0,0,0.0,0.0,0.0
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (35-39) 73Kg,Mauricio Kjeldner,73,85,90,95,110,115,121,95,121,216
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (80+) 96kg,Ole Kolbjørn Bjerkholt,96,46,48,50,61,63,-65,50,63,113
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (45-49) 81Kg,Robert Grønland,81,77,80,-83,100,-106,-111,80,100,180
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (50-54) 67kg,Roy Arne Bysveen,67,40,43,45,55,60,-62,45,60,105
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (60-64) 89Kg,Terje Gulvik,89,70,75,-78,92,97,-100,75,97,172
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (55-59) 81Kg,Tom Danielsen,81,70,-73,73,85,91,-93,73,91,164
Spydeberg Atletene Landsdelsmesterskap,2024-01-20,Men's Masters (35-39) 109+Kg,Tor Kristoffer Klethagen,999,120,125,-130,-145,145,155,125,155,280
