event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Christiania AK Seriestevne,2023-08-13,Women's Masters (40-44) 87+Kg,Annett Thøgersen,999.0,40,42,44,55,57,60,44,60,104
Christiania AK Seriestevne,2023-08-13,Women's Senior 64Kg,Celine Mariell Båtnes,64.0,69,72,-74,90,-95,95,72,95,167
Christiania AK Seriestevne,2023-08-13,Men's Senior 102Kg,Emil André Sætran,102.0,65,70,75,85,90,-95,75,90,165
Christiania AK Seriestevne,2023-08-13,Women's Senior 64Kg,Evelina Galaibo,64.0,55,58,-61,73,-77,-80,58,73,131
Christiania AK Seriestevne,2023-08-13,Men's Senior 81Kg,Fredrik Kvist Gyllensten,81.0,90,95,100,-115,115,125,100,125,225
Christiania AK Seriestevne,2023-08-13,Women's Senior 76Kg,Hanna Holmeide,76.0,40,-43,43,-60,63,-69,43,63,106
Christiania AK Seriestevne,2023-08-13,Women's Masters (40-44) 87Kg,Jenny Sandaker,87.0,40,45,50,60,65,70,50,70,120
Christiania AK Seriestevne,2023-08-13,Men's Senior 96Kg,Julius Ellertsson,96.0,108,112,-115,134,138,-142,112,138,250
Christiania AK Seriestevne,2023-08-13,Women's Senior 71Kg,Karoline Merli,71.0,62,65,-67,-74,76,-80,65,76,141
Christiania AK Seriestevne,2023-08-13,Men's Masters (35-39) 81Kg,Mauricio Kjeldner,81.0,65,70,75,80,85,95,75,95,170
Christiania AK Seriestevne,2023-08-13,Women's Senior 81Kg,Tuva Stephens Fjell,81.0,50,53,-58,68,71,75,53,75,128
