event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Bryggen AK Regionsmesterskap,2023-10-14,Women's Masters (40-44) 76Kg,Ingeborg Endresen,76.0,60,-64,-68,70,-75,79,60,79,139
Bryggen AK Regionsmesterskap,2023-10-14,Women's Masters (50-54) 64Kg,Line Søfteland,64.0,40,42,44,56,58,-60,44,58,102
Bryggen AK Regionsmesterskap,2023-10-14,Women's Masters (55-59) 76Kg,Margit Skjervheim,76.0,45,48,-50,56,59,61,48,61,109
Bryggen AK Regionsmesterskap,2023-10-14,Men's Senior 81Kg,Simen Vik,81.0,95,-100,-102,110,112,-115,95,112,207
Bryggen AK Regionsmesterskap,2023-10-14,Men's Masters (35-39) 89Kg,Patricio Yanez,89.0,80,84,87,-110,110,115,87,115,202
Bryggen AK Regionsmesterskap,2023-10-14,Men's Masters (45-49) 96Kg,Gard Hauge,96.0,85,90,-97,110,115,119,90,119,209
Bryggen AK Regionsmesterskap,2023-10-14,Men's Masters (45-49) 102Kg,Sigurd Vedøy,102.0,63,67,70,83,87,90,70,90,160
Bryggen AK Regionsmesterskap,2023-10-14,Men's Masters (45-49) 109Kg,Børge Aadland,109.0,102,106,110,142,152,-157,110,152,262
Bryggen AK Regionsmesterskap,2023-10-14,Men's Masters (50-54) 89Kg,Endre Dolata Gundersen,89.0,78,82,85,98,102,105,85,105,190
Bryggen AK Regionsmesterskap,2023-10-14,Men's Masters (60-64) 89Kg,Jørn Helgheim,89.0,49,52,-56,60,65,-70,52,65,117
