event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Masters (60-64) 89Kg,Jørn Helgheim,89.0,48,50,52,55,60,65,52,65,117
Tambarskjelvar IL Seriestevne,2023-04-27,Women's Youth Under 17 71Kg,Mariell Endestad Hellevang,71.0,60,63,-65,78,-82,82,63,82,145
Tambarskjelvar IL Seriestevne,2023-04-27,Women's Youth Under 15 45Kg,Nathalie Taigla Endestad,45.0,21,23,25,30,33,-35,25,33,58
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Youth Under 17 89Kg,Nima Berntsen,89.0,95,-99,-101,115,-119,-119,95,115,210
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Masters (50-54) 89Kg,Odd Gunnar Røyseth,89.0,85,90,95,110,-115,,95,110,205
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Youth Under 17 73Kg,Olai Aamot,73.0,63,66,68,84,87,90,68,90,158
Tambarskjelvar IL Seriestevne,2023-04-27,Women's Junior Under 20 81Kg,Trine Endestad Hellevang,81.0,70,-73,73,87,90,-93,73,90,163
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Youth Under 17 73Kg,Aksel Svorstøl,73.0,80,84,-86,100,-105,105,84,105,189
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Youth Under 17 73Kg,Andreas Kvamsås Savland,73.0,-55,-55,55,62,65,-67,55,65,120
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Masters (65-69) 89Kg,Arne Larsen,89.0,50,55,60,70,75,,60,75,135
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Youth Under 17 67Kg,Erik Orasmäe,67.0,-56,56,59,68,72,-75,59,72,131
Tambarskjelvar IL Seriestevne,2023-04-27,Men's Youth Under 17 96Kg,Jakub Kudyba,96.0,80,-84,84,100,105,-108,84,105,189
