event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 15 55Kg,Roland Siska,55,38,41,44,57,-61,61,44,61,105
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 17 67Kg,Tomack Sand,67,-69,69,72,88,92,-95,72,92,164
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 15 61Kg,Anders Lysø Slettvold,61,38,42,-44,-56,57,-61,42,57,99
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 17 73Kg,Rene Djupå,73,69,-71,72,81,85,88,72,88,160
Hitra VK Seriestevne,2023-09-27,Women's Youth Under 15 45Kg,Solveig Olsen,45,14,16,-18,18,21,23,16,23,39
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 15 61Kg,Emil Røvik,61,18,21,-24,22,-25,-25,21,22,43
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 17 67Kg,Martin Christoffer Nordgård,67,18,20,23,22,25,27,23,27,50
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 15 49Kg,Steffen Svebak Mastad,49,12,15,16,16,19,21,16,21,37
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 17 67Kg,Henrik Eskerod,67,18,21,24,22,25,27,24,27,51
Hitra VK Seriestevne,2023-09-27,Men's Youth Under 15 61Kg,Theo Svankild Darell,61,-18,19,22,22,25,27,22,27,49
