event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Aylesbury Open 2018,2018-11-25,Men's Senior 89Kg,Greg Stumbles,88.1,120,124,-126,150,156,-160,124,156,280
Aylesbury Open 2018,2018-11-25,Men's Senior 102Kg,Alexander Salthouse,100,110,-115,115,145,150,-155,115,150,265
Aylesbury Open 2018,2018-11-25,Men's Senior 96Kg,Ramsey Kechacha,95.8,98,103,107,140,146,150,107,150,257
Aylesbury Open 2018,2018-11-25,Men's Senior 96Kg,Adam Dobie,94.6,96,-100,100,120,126,-131,100,126,226
Aylesbury Open 2018,2018-11-25,Men's Under 23 81Kg,Thomas Snelling,75.3,95,100,105,110,-115,116,105,116,221
Aylesbury Open 2018,2018-11-25,Men's Senior 102Kg,Harry Mitchell,100.6,93,97,-100,115,120,-130,97,120,217
Aylesbury Open 2018,2018-11-25,Men's Senior 89Kg,Christopher Hooper,88.7,85,90,95,115,-122,-122,95,115,210
Aylesbury Open 2018,2018-11-25,Men's Senior 81Kg,Jamie Hope,74.8,85,87,-91,115,120,122,87,122,209
Aylesbury Open 2018,2018-11-25,Men's Under 23 96Kg,Thomas Watson,95.9,80,85,88,120,-125,-128,88,120,208
Aylesbury Open 2018,2018-11-25,Men's Senior 67Kg,Jordan Mockett,66.5,91,94,-97,113,-116,-116,94,113,207
Aylesbury Open 2018,2018-11-25,Men's Senior 81Kg,Roman Swiatly,78,-92,92,-96,-115,115,-118,92,115,207
Aylesbury Open 2018,2018-11-25,Men's Under 23 81Kg,Conor Lynch,80.2,-93,93,96,103,108,111,96,111,207
Aylesbury Open 2018,2018-11-25,Men's Senior 81Kg,Adam Hemsley,80.2,-92,92,-96,105,110,-116,92,110,202
Aylesbury Open 2018,2018-11-25,Men's Senior 81Kg,Anthony Weedon,81,75,78,81,93,98,-105,81,98,179
Aylesbury Open 2018,2018-11-25,Men's Masters (40-44) 102Kg,Paul McCabe-North,100.4,67,71,75,95,104,-110,75,104,179
Aylesbury Open 2018,2018-11-25,Men's Masters (40-44) 102Kg,Richard Wallace,100.2,70,-75,75,92,97,104,75,104,179
Aylesbury Open 2018,2018-11-25,Men's Senior 89Kg,Steven Price,88.4,-80,-82,82,90,94,-98,82,94,176
Aylesbury Open 2018,2018-11-25,Men's Junior Under 20 81Kg,Samuel Calway,80.8,73,76,78,96,-100,-100,78,96,174
Aylesbury Open 2018,2018-11-25,Women's Senior 76Kg,Sarah Wiltshire,74.5,70,75,-81,86,91,96,75,96,171
Aylesbury Open 2018,2018-11-25,Women's Under 23 81Kg,kayley cook,80.7,78,-82,-82,82,86,90,78,90,168
Aylesbury Open 2018,2018-11-25,Men's Senior 89Kg,Peter Richardson,88.1,75,78,80,85,-90,-92,80,85,165
Aylesbury Open 2018,2018-11-25,Women's Senior 81Kg,Lauren Miller,81,68,71,74,87,91,-94,74,91,165
Aylesbury Open 2018,2018-11-25,Men's Youth Under 17 81Kg,sonny lummes,79.5,70,-75,-75,85,90,94,70,94,164
Aylesbury Open 2018,2018-11-25,Women's Senior 71Kg,Bryony Watson,67.1,68,-72,72,88,92,-97,72,92,164
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Madeleine Harris,63.6,66,69,71,84,87,-90,71,87,158
Aylesbury Open 2018,2018-11-25,Women's Senior 76Kg,Deanna Daley,75.7,67,70,73,77,80,84,73,84,157
Aylesbury Open 2018,2018-11-25,Women's Masters (35-39) 87Kg,Amy Kirby-Saunders,85,68,-70,70,80,84,87,70,87,157
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Jo McEwan,63.6,60,64,68,77,81,-86,68,81,149
Aylesbury Open 2018,2018-11-25,Men's Senior 96Kg,Stefan Lock,92.2,-60,60,64,81,85,-90,64,85,149
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Eleanor Jenkinson,64,62,-65,65,78,82,-85,65,82,147
Aylesbury Open 2018,2018-11-25,Women's Senior 71Kg,Sharan Riyat,69.7,62,64,-66,83,-85,-86,64,83,147
Aylesbury Open 2018,2018-11-25,Men's Senior 73Kg,Gareth Thomas,69.3,-61,61,63,71,74,77,63,77,140
Aylesbury Open 2018,2018-11-25,Women's Senior 71Kg,Laura Woolford,70.8,60,62,-64,75,-80,-80,62,75,137
Aylesbury Open 2018,2018-11-25,Women's Senior 81Kg,Jessica Moseley,79.9,54,57,-60,73,76,-79,57,76,133
Aylesbury Open 2018,2018-11-25,Women's Senior 55Kg,sheryll pak,52.9,-57,57,60,69,72,-75,60,72,132
Aylesbury Open 2018,2018-11-25,Men's Masters (50-54) 89Kg,Jesse Harmon,88.8,55,-59,59,73,-78,-78,59,73,132
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Carmen Makepeace,63.3,53,58,-63,70,-75,-75,58,70,128
Aylesbury Open 2018,2018-11-25,Women's Masters (35-39) 71Kg,Elizabeth Havers,71,52,54,-57,62,-65,65,54,65,119
Aylesbury Open 2018,2018-11-25,Women's Masters (35-39) 49Kg,Emma Suckling,48.7,55,-58,-58,63,-66,-66,55,63,118
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Amy Bailey,62.4,47,50,52,63,66,-68,52,66,118
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Hilary Galvin,63.6,52,55,-58,60,62,-65,55,62,117
Aylesbury Open 2018,2018-11-25,Women's Senior 59Kg,Alix Barbier,59,48,51,53,57,60,62,53,62,115
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Catherine Judd,63.7,48,-51,51,58,-62,62,51,62,113
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Evelyn Mak,64,40,45,-50,60,65,-68,45,65,110
Aylesbury Open 2018,2018-11-25,Women's Senior 59Kg,Kelly Vaughan,57.6,41,44,-47,60,65,-68,44,65,109
Aylesbury Open 2018,2018-11-25,Women's Masters (50-54) 49Kg,Jane Fox,48.4,43,-45,46,60,-64,-67,46,60,106
Aylesbury Open 2018,2018-11-25,Women's Masters (35-39) 87Kg,Katya Sa,83.9,40,44,-48,52,57,61,44,61,105
Aylesbury Open 2018,2018-11-25,Women's Youth Under 17 55Kg,Poppy Armstrong,53.1,-37,37,-40,47,50,53,37,53,90
Aylesbury Open 2018,2018-11-25,Women's Senior 55Kg,Charlotte Hunt,51.5,34,-37,37,51,-53,-54,37,51,88
Aylesbury Open 2018,2018-11-25,Women's Senior 59Kg,Lydia Simplicio,58.7,32,35,-37,48,50,52,35,52,87
Aylesbury Open 2018,2018-11-25,Women's Senior 64Kg,Clarisse Carreiras,64,34,37,-39,44,47,-50,37,47,84
Aylesbury Open 2018,2018-11-25,Women's Senior 71Kg,Rhiannon Devaney,65.8,57,60,-63,-78,-78,-78,60,0,60
