event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Junior Under 20 89Kg,Benjamin Redlich,87.2,99,102,-105,122,126,-130,102,126,228
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Senior 89Kg,Kiran Birtwistle,87.9,95,-100,-107,-128,-128,128,95,128,223
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Senior 73Kg,George Kinnell,68.9,89,93,-95,115,120,123,93,123,216
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Senior 81Kg,Stan Evans,77.1,-80,80,90,110,115,120,90,120,210
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Senior 73Kg,James Sutcliffe,72.5,87,90,92,107,-110,110,92,110,202
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Masters (35-39) 67Kg,Pedro Malva,66.1,81,84,-92,-97,97,-102,84,97,181
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Senior 87Kg,Siân Lloyd-McLear,86.8,70,73,76,96,100,104,76,104,180
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Senior 76Kg,Caitlin MacNamara,74.1,65,67,70,84,-87,87,70,87,157
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Masters (55-59) 81Kg,Radoslaw Kubka,78.2,56,-59,-60,84,88,92,56,92,148
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Senior 71Kg,Danielle Tinloi,66.8,57,61,64,-73,73,77,64,77,141
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Senior 71Kg,Tsatska Enkhbayar,71,-60,60,63,77,-80,-80,63,77,140
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Masters (35-39) 87+Kg,Laurina Mullings,90.1,-55,55,58,70,75,80,58,80,138
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Senior 71Kg,Michaela Forgacova,67.9,60,-63,-63,67,70,73,60,73,133
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Women's Masters (35-39) 59Kg,sheryll pak,58.2,55,58,-61,65,68,-71,58,68,126
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Senior 61Kg,"Ka Hou, Henrique Ao Ieong",58.6,45,48,-51,67,-70,-70,48,67,115
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Senior 81Kg,James Hargrave,80.4,-110,-110,-110,140,-145,-145,0,140,0
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Youth Under 17 96Kg,Kaan Luka Atacan,89.4,-57,57,59,-70,-75,-75,59,0,0
Brunel Open *CLOSED TO ENTRIES*,2023-09-17,Men's Masters (35-39) 89Kg,Aaron McCall,83.8,-80,-80,-80,-96,-96,-100,0,0,0
