event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
LOWA June Invitational,2023-06-03,Men's Senior 102Kg,Thomas Farley,101.6,118,120,122,145,151,-158,122,151,273
LOWA June Invitational,2023-06-03,Men's Senior 89Kg,Euan Meston,82.6,110,115,120,130,138,-142,120,138,258
LOWA June Invitational,2023-06-03,Men's Senior 96Kg,Thomas Leys,89.7,105,-111,111,134,-139,-142,111,134,245
LOWA June Invitational,2023-06-03,Men's Senior 89Kg,Massimo Innocentini,85.7,95,100,-105,115,120,125,100,125,225
LOWA June Invitational,2023-06-03,Men's Senior 67Kg,Kieran Stiles,65.1,96,100,103,-121,121,-130,103,121,224
LOWA June Invitational,2023-06-03,Men's Senior 61Kg,Seth Casidsid,60.9,88,-91,93,115,-120,-120,93,115,208
LOWA June Invitational,2023-06-03,Men's Senior 67Kg,George Kinnell,66.5,90,-93,-94,-116,-116,116,90,116,206
LOWA June Invitational,2023-06-03,Men's Youth Under 17 89Kg,Alex Walters,84.7,84,87,90,105,109,112,90,112,202
LOWA June Invitational,2023-06-03,Men's Senior 81Kg,Joshua Chan,80.6,-84,84,87,105,111,114,87,114,201
LOWA June Invitational,2023-06-03,Women's Senior 87Kg,Alexandra Cave,86.1,-77,77,81,105,110,-115,81,110,191
LOWA June Invitational,2023-06-03,Women's Senior 76Kg,Wuraola  Oladimeji,75.2,74,77,-80,-95,95,100,77,100,177
LOWA June Invitational,2023-06-03,Women's Masters (35-39) 71Kg,Magda Garbacz,67.2,61,-63,64,75,78,-81,64,78,142
LOWA June Invitational,2023-06-03,Women's Masters (35-39) 55Kg,Lucy Barrett,54.6,55,57,59,80,82,-84,59,82,141
LOWA June Invitational,2023-06-03,Women's Senior 76Kg,Louise Thompson,73,-53,53,57,-75,75,-80,57,75,132
LOWA June Invitational,2023-06-03,Women's Senior 87Kg,Eline Folkestadås,86.8,52,55,58,62,66,-69,58,66,124
LOWA June Invitational,2023-06-03,Women's Masters (55-59) 49Kg,Hisayo Kawahara,46.8,-25,25,-28,35,38,-41,25,38,63
LOWA June Invitational,2023-06-03,Women's Senior 55Kg,Noorin Gulam,51.4,-71,71,73,-92,-92,-92,73,0,0
