event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 109+Kg,Matt Brooks,138.8,120,-126,128,-150,-150,150,128,150,278
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 96Kg,Jonathan Healy,95.8,120,-124,-125,151,-155,-155,120,151,271
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Junior Under 20 89Kg,Tom Wright,88.9,-115,121,128,135,142,-148,128,142,270
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 96Kg,(Eugene) Wei Chien Teoh,93.6,-102,107,113,125,135,-142,113,135,248
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 102Kg,Matthew Woodward,99.6,106,-112,-112,135,141,-144,106,141,247
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 89Kg,Timothy Downey,88.4,105,-110,-110,135,140,-145,105,140,245
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 89Kg,Sui-Fung Fan,83.3,104,106,0,125,130,-133,106,130,236
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 89Kg,Benjamin Johnson,87.4,-96,-99,99,-121,125,-131,99,125,224
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Senior 87Kg,Deborah Alawode,86.2,88,-92,92,118,121,123,92,123,215
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 81Kg,Stan Evans,76.7,-90,90,-100,120,-125,-130,90,120,210
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 81Kg,Stephen Digney,78,88,-93,-96,108,112,117,88,117,205
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 81Kg,Habin Lee,79.1,-75,-75,79,110,115,-120,79,115,194
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Junior Under 20 96Kg,Hayden Daniel James Dunmall,90.2,82,86,90,97,-101,-101,90,97,187
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Masters (35-39) 73Kg,Sean Maloney,71.6,74,78,82,90,94,98,82,98,180
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Junior Under 20 89Kg,Tom Brocklebank ,86.1,64,67,71,85,90,95,71,95,166
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Masters (45-49) 76Kg,Lou Herron,71.3,70,-73,-74,-93,93,-98,70,93,163
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 89Kg,Martin Sundeqvist,88.4,60,67,-73,75,83,90,67,90,157
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Youth Under 17 55Kg,Asees Dhanda,53.2,66,68,70,85,-88,-88,70,85,155
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Senior 87Kg,maxime van  den dijssel,83.2,65,67,70,85,-87,-87,70,85,155
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Masters (55-59) 81Kg,Radoslaw Kubka,79.3,58,60,-62,90,-93,93,60,93,153
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Senior 76Kg,Tsatska Enkhbayar,73.3,61,-63,63,-76,-78,78,63,78,141
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Under 23 76Kg,Isotta Di Domenico,75.6,59,63,-65,70,-75,77,63,77,140
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 61Kg,"Ka Hou, Henrique Ao Ieong",57.8,52,-55,56,72,75,-78,56,75,131
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Senior 61Kg,Hrithik Reddy,60,44,-47,-47,58,61,-63,44,61,105
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Senior 64Kg,Julie Mancis,62.5,-42,42,46,52,56,-61,46,56,102
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Masters (35-39) 59Kg,Ehda Tabaghforoosh,58.9,38,41,44,53,57,-60,44,57,101
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Youth Under 15 81+Kg,Nadia Bebeniec ,99.8,35,37,38,45,50,-55,38,50,88
Brunel Weightlifting Spring Open 2024,2024-03-03,Women's Senior 76Kg,Ellis Pecen,73.4,37,-39,-39,37,-40,-42,37,37,74
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Under 23 96Kg,Stephen Bestman,96,-138,138,-143,-175,-175,-176,138,0,0
Brunel Weightlifting Spring Open 2024,2024-03-03,Men's Under 23 89Kg,Rupert Yeung,88.4,-93,-93,-93,0,0,0,0,0,0
