event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 89Kg,Max Buchanan,87.9,-94,94,100,115,121,126,100,126,226
Scottish Masters Championships,2023-03-18,Men's Masters (40-44) 89Kg,Chris Johnston,87.55,84,87,91,107,112,-115,91,112,203
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 109+Kg,Mark Stewart,128.25,70,75,80,110,115,121,80,121,201
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 81Kg,Darren Marr,80.25,85,87,89,105,108,-111,89,108,197
Scottish Masters Championships,2023-03-18,Men's Masters (40-44) 89Kg,Paul Chalmers,87.6,83,86,88,105,-111,-112,88,105,193
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 89Kg,Charles Brister,82.95,70,75,80,100,105,110,80,110,190
Scottish Masters Championships,2023-03-18,Men's Masters (45-49) 81Kg,David Owens,80.45,75,80,84,95,103,-108,84,103,187
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 73Kg,Darren Grieve,72.9,76,-78,-78,105,-107,107,76,107,183
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 73Kg,Dimitrios Sergakis,69.65,70,75,80,90,95,100,80,100,180
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 109+Kg,Stephen Quail,134.9,77,81,-85,-95,95,0,81,95,176
Scottish Masters Championships,2023-03-18,Men's Masters (55-59) 89Kg,Steve Walsh,88.25,68,72,-75,95,-100,-100,72,95,167
Scottish Masters Championships,2023-03-18,Men's Masters (35-39) 81Kg,John Forsyth,78.1,68,70,-72,90,95,-100,70,95,165
Scottish Masters Championships,2023-03-18,Men's Masters (60-64) 102Kg,James Flynn,102,66,69,72,80,83,88,72,88,160
Scottish Masters Championships,2023-03-18,Men's Masters (40-44) 81Kg,Erik Duncan,76.85,65,68,70,85,-90,90,70,90,160
Scottish Masters Championships,2023-03-18,Men's Masters (55-59) 102Kg,Jim  Kennedy ,100.1,60,-64,-64,90,-93,95,60,95,155
Scottish Masters Championships,2023-03-18,Women's Masters (35-39) 81Kg,Vicki Cherry,79.8,65,68,71,80,84,-88,71,84,155
Scottish Masters Championships,2023-03-18,Men's Masters (60-64) 89Kg,Alex Richardson Snr,85.85,-66,66,-71,81,84,-86,66,84,150
Scottish Masters Championships,2023-03-18,Men's Masters (55-59) 81Kg,Graeme Nichol,79.7,60,63,-66,80,85,87,63,87,150
Scottish Masters Championships,2023-03-18,Men's Masters (40-44) 67Kg,Steven Rodden,66.35,60,63,66,80,84,-86,66,84,150
Scottish Masters Championships,2023-03-18,Men's Masters (45-49) 109Kg,John Simpson,108.25,-60,60,-65,80,85,-92,60,85,145
Scottish Masters Championships,2023-03-18,Women's Masters (40-44) 71Kg,Megan Taylor,66.6,60,-64,65,70,75,80,65,80,145
Scottish Masters Championships,2023-03-18,Women's Masters (40-44) 49Kg,Lisa Tobias,48.8,60,62,64,78,80,-83,64,80,144
Scottish Masters Championships,2023-03-18,Men's Masters (45-49) 81Kg,Steven Lafferty,80.6,60,-63,-63,80,83,-85,60,83,143
Scottish Masters Championships,2023-03-18,Women's Masters (40-44) 87+Kg,Helen Robertson,105.9,-56,56,60,71,76,78,60,78,138
Scottish Masters Championships,2023-03-18,Men's Masters (60-64) 73Kg,Colin Hannah,73,57,-61,-61,75,-80,80,57,80,137
Scottish Masters Championships,2023-03-18,Women's Masters (40-44) 81Kg,Sarah-Anne Duncan,79.15,57,59,61,76,-80,-80,61,76,137
Scottish Masters Championships,2023-03-18,Women's Masters (40-44) 81Kg,Janine Slaven,77.8,50,-55,55,70,75,80,55,80,135
Scottish Masters Championships,2023-03-18,Women's Masters (45-49) 76Kg,Lisa Gaffney,75.35,52,-54,-54,73,76,78,52,78,130
Scottish Masters Championships,2023-03-18,Men's Masters (55-59) 67Kg,Douglas Crawford,67,50,55,57,65,70,72,57,72,129
