event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
North West BUCS Qualifier,2023-02-25,Men's Senior 102Kg,Joshua Allsop,101.4,98,-102,102,113,117,122,102,122,224
North West BUCS Qualifier,2023-02-25,Men's Under 23 89Kg,Guy Kitchen,86.75,-85,90,95,115,120,125,95,125,220
North West BUCS Qualifier,2023-02-25,Men's Under 23 81Kg,leighton yates,80.3,-95,95,-102,122,-127,-130,95,122,217
North West BUCS Qualifier,2023-02-25,Men's Under 23 89Kg,Michael Stables,85.75,85,89,-95,107,112,116,89,116,205
North West BUCS Qualifier,2023-02-25,Men's Under 23 89Kg,Guy Mitchell,84.55,83,88,94,100,106,110,94,110,204
North West BUCS Qualifier,2023-02-25,Men's Under 23 109+Kg,Dan Broughton,110.25,81,84,-87,115,120,-124,84,120,204
North West BUCS Qualifier,2023-02-25,Men's Under 23 102Kg,George Brown,101.4,85,90,-96,105,110,-115,90,110,200
North West BUCS Qualifier,2023-02-25,Men's Under 23 73Kg,Hari Kandiah,71.2,75,79,83,96,103,-108,83,103,186
North West BUCS Qualifier,2023-02-25,Men's Senior 81Kg,Thomas McConnell,78.85,76,80,83,91,93,96,83,96,179
North West BUCS Qualifier,2023-02-25,Men's Under 23 81Kg,Rhys Jones,80.15,68,-71,71,98,102,106,71,106,177
North West BUCS Qualifier,2023-02-25,Men's Under 23 81Kg,Lewis Wilkinson,74.9,66,70,75,95,-100,-100,75,95,170
North West BUCS Qualifier,2023-02-25,Men's Senior 73Kg,Wang Jianghaonan,72.25,76,0,0,90,0,0,76,90,166
North West BUCS Qualifier,2023-02-25,Women's Under 23 71Kg,Amy McGeoch,64.25,63,66,70,73,75,78,70,78,148
North West BUCS Qualifier,2023-02-25,Women's Under 23 59Kg,Annalise Spahr,58.4,55,59,64,73,76,80,64,80,144
North West BUCS Qualifier,2023-02-25,Women's Under 23 64Kg,Lily Pilkington,63,50,53,56,63,68,-72,56,68,124
North West BUCS Qualifier,2023-02-25,Women's Senior 87Kg,Valgerður Marija Purusic,86.45,53,-56,56,68,-71,-71,56,68,124
North West BUCS Qualifier,2023-02-25,Women's Under 23 71Kg,Hannah Jefferys,70.35,53,56,-59,63,66,-70,56,66,122
North West BUCS Qualifier,2023-02-25,Women's Under 23 87Kg,Fleur Walker,86.45,48,52,55,60,65,-72,55,65,120
North West BUCS Qualifier,2023-02-25,Women's Under 23 71Kg,Daisy Lee-Browne,67.8,46,48,51,63,-67,-70,51,63,114
North West BUCS Qualifier,2023-02-25,Women's Under 23 64Kg,Antonia Haddon,63.9,-48,48,-52,49,62,-67,48,62,110
North West BUCS Qualifier,2023-02-25,Women's Senior 64Kg,Alisa Brown,62.2,43,-46,-47,55,60,-64,43,60,103
North West BUCS Qualifier,2023-02-25,Women's Under 23 59Kg,Isabella Sutherland,57.5,-40,44,-47,53,56,-59,44,56,100
North West BUCS Qualifier,2023-02-25,Women's Under 23 55Kg,Natalia Malecka,52.8,42,44,-46,49,52,-53,44,52,96
North West BUCS Qualifier,2023-02-25,Women's Under 23 59Kg,Hollie Williams,58.15,42,-45,-46,53,-58,-61,42,53,95
North West BUCS Qualifier,2023-02-25,Women's Under 23 71Kg,Amy Lewis,70.8,-40,40,-44,50,-54,55,40,55,95
North West BUCS Qualifier,2023-02-25,Women's Under 23 49Kg,Sophie  Biles ,47.5,33,35,37,45,48,-50,37,48,85
North West BUCS Qualifier,2023-02-25,Men's Under 23 73Kg,Conall Comley,70.2,-67,-67,-70,0,0,0,0,0,0
North West BUCS Qualifier,2023-02-25,Women's Under 23 76Kg,Emily Young,75.8,-46,-46,0,0,0,0,0,0,0
