event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 89Kg,Luke Stopford,88.1,116,120,-122,-140,140,-150,120,140,260
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 102Kg,Liam Hunt,100.1,100,105,110,130,135,141,110,141,251
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 81Kg,Samuel Heenan,80.3,98,102,105,-123,123,128,105,128,233
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 102Kg,Gareth Braisdell,97.8,90,95,-99,120,126,130,95,130,225
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 96Kg,Max Beeching,95.8,82,87,91,105,113,121,91,121,212
Wrekin Barbell Open Autumn 21,2021-11-07,Women's Senior 81Kg,Deborah Alawode,77,82,86,-89,111,115,118,86,118,204
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 96Kg,Isaac McCance,89.6,85,90,-95,105,112,-120,90,112,202
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 96Kg,Joshua Allsop,95.7,90,-95,-95,101,106,-110,90,106,196
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Masters (45-49) 81Kg,Adam Kudryl,75.6,70,73,77,97,101,107,77,107,184
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Under 23 81Kg,Jack Rowley,79.6,75,-80,81,95,100,102,81,102,183
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Junior Under 20 81Kg,Gergo Kocsis,79.3,70,75,80,90,95,-102,80,95,175
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Senior 109Kg,Jack Selwood,108.9,60,65,70,90,95,-105,70,95,165
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Youth Under 17 89Kg,Aaron Cheema,84.65,73,-76,-76,83,88,90,73,90,163
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Under 23 81Kg,Guy Parker,77.2,65,70,75,75,80,85,75,85,160
Wrekin Barbell Open Autumn 21,2021-11-07,Women's Junior Under 20 81Kg,Niamh Collins,77,56,59,-62,75,-79,80,59,80,139
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Masters (45-49) 73Kg,Steven Kitchen,67.5,50,55,-60,68,73,-80,55,73,128
Wrekin Barbell Open Autumn 21,2021-11-07,Men's Under 23 89Kg,Daniel Luo,87.9,45,50,55,60,65,70,55,70,125
Wrekin Barbell Open Autumn 21,2021-11-07,Women's Junior Under 20 59Kg,Evie Ward,58.8,40,43,46,58,60,63,46,63,109
Wrekin Barbell Open Autumn 21,2021-11-07,Women's Masters (55-59) 55Kg,Elizabeth Parkes,54.9,-35,35,-40,40,45,50,35,50,85
