event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2017 LSE Series 4,2017-08-19,Men's Senior 94Kg,Forrester Osei,92.8,130,140,-145,170,177,0,140,177,317
2017 LSE Series 4,2017-08-19,Men's Senior 105Kg,Henry Woodason,101.85,-113,115,-120,133,-140,-146,115,133,248
2017 LSE Series 4,2017-08-19,Men's Senior 85Kg,Kevin Tao,83.8,100,105,107,118,122,125,107,125,232
2017 LSE Series 4,2017-08-19,Men's Senior 77Kg,Adam Pabani,75.95,94,98,101,-118,-118,122,101,122,223
2017 LSE Series 4,2017-08-19,Men's Senior 85Kg,Leon Kew,83.6,90,94,-98,110,115,-120,94,115,209
2017 LSE Series 4,2017-08-19,Men's Senior 94Kg,Luke Doran,89.15,90,94,-98,102,-108,110,94,110,204
2017 LSE Series 4,2017-08-19,Men's Senior 85Kg,Matthew Abraham,83.35,85,-90,-90,108,113,117,85,117,202
2017 LSE Series 4,2017-08-19,Men's Senior 77Kg,Joey Porter,75.2,81,-85,86,102,108,-111,86,108,194
2017 LSE Series 4,2017-08-19,Men's Senior 69Kg,Leslie Gower,67.65,80,83,-86,93,97,101,83,101,184
2017 LSE Series 4,2017-08-19,Men's Senior 85Kg,Jacob Snodgrass,79,78,81,-85,95,100,103,81,103,184
2017 LSE Series 4,2017-08-19,Women's Senior 75Kg,Rayen Cupid,74.89,80,84,0,-95,-95,96,84,96,180
2017 LSE Series 4,2017-08-19,Men's Junior Under 20 69Kg,Dawid Danych,67.9,68,-71,71,95,98,101,71,101,172
2017 LSE Series 4,2017-08-19,Men's Senior 85Kg,Liam Brown,78.9,-68,72,75,90,-95,-95,75,90,165
2017 LSE Series 4,2017-08-19,Men's Junior Under 20 62Kg,Mohez Khan,61.35,68,72,75,80,-84,84,75,84,159
2017 LSE Series 4,2017-08-19,Women's Senior 69Kg,Heather Burt,64.3,62,66,-70,80,83,86,66,86,152
2017 LSE Series 4,2017-08-19,Men's Senior 56Kg,Yoofi Essilfie-Conduah,56,60,65,67,81,-85,85,67,85,152
2017 LSE Series 4,2017-08-19,Men's Junior Under 20 62Kg,Jawany Scott,61,63,67,-71,77,84,-88,67,84,151
2017 LSE Series 4,2017-08-19,Women's Senior 69Kg,Euphemia Senar,68.6,54,57,-61,77,81,84,57,84,141
2017 LSE Series 4,2017-08-19,Women's Junior Under 20 75Kg,Maddalena Cottrell,73.02,54,57,-60,75,79,82,57,82,139
2017 LSE Series 4,2017-08-19,Women's Senior 69Kg,Sara Brayfield,67.05,-58,59,63,70,75,-80,63,75,138
2017 LSE Series 4,2017-08-19,Men's Senior 85Kg,Chris Oultram,80.5,-58,58,-62,78,-82,-82,58,78,136
2017 LSE Series 4,2017-08-19,Women's Junior Under 20 69Kg,Orla McCann,64.53,57,60,-63,73,-76,-76,60,73,133
2017 LSE Series 4,2017-08-19,Women's Senior 69Kg,Rebecca Francis,64.85,50,-55,55,68,72,75,55,75,130
2017 LSE Series 4,2017-08-19,Women's Senior 69Kg,Rhiannon Devaney,67.24,55,-59,-60,-75,75,-80,55,75,130
2017 LSE Series 4,2017-08-19,Men's Senior 69Kg,Mark Martin-Dye,62.2,-55,55,-60,-75,75,-77,55,75,130
2017 LSE Series 4,2017-08-19,Men's Youth Under 17 69Kg,Sam Finch,67.55,50,55,58,60,66,70,58,70,128
2017 LSE Series 4,2017-08-19,Women's Junior Under 20 58Kg,Sky Norris,54.73,55,57,-59,66,-70,70,57,70,127
2017 LSE Series 4,2017-08-19,Women's Senior 63Kg,Natasha Cassone,60.8,46,50,55,64,68,72,55,72,127
2017 LSE Series 4,2017-08-19,Women's Senior 69Kg,Chelsea McKenzie,69,48,52,-55,62,66,-70,52,66,118
2017 LSE Series 4,2017-08-19,Women's Senior 63Kg,Grace Spencer,61.94,-45,45,48,63,-66,66,48,66,114
2017 LSE Series 4,2017-08-19,Men's Senior 94Kg,Christopher Dear,87.55,100,105,110,-135,-135,-135,110,0,110
2017 LSE Series 4,2017-08-19,Women's Senior 48Kg,Katie Price,46.9,35,38,41,52,55,60,41,60,101
2017 LSE Series 4,2017-08-19,Men's Senior 105Kg,Patrick Moorshead,102.45,93,-97,-100,-125,-125,-126,93,0,93
2017 LSE Series 4,2017-08-19,Men's Senior 77Kg,Henry Friend,74.75,82,85,87,-100,-100,-100,87,0,87
2017 LSE Series 4,2017-08-19,Men's Under 23 85Kg,Sam Jacks,83.6,-100,-100,-100,0,0,0,0,0,0
