event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 96Kg,Myren Madden,94.87,144,148,-151,-176,176,182,148,182,330
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 96Kg,Stephen Bestman,94.06,140,-144,-144,178,-183,-183,140,178,318
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 102Kg,Joshua Hutton,100.48,-141,141,144,158,163,-170,144,163,307
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 109+Kg,Amir Doshmanziari,154.95,125,130,-133,160,163,-167,130,163,293
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 109+Kg,Jasper Hilton,115.15,117,121,-125,155,162,-168,121,162,283
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 96Kg,Henry Axon,95.99,127,-132,-133,155,-161,-161,127,155,282
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 102Kg,Thomas Farley,100.78,120,-125,-125,150,-155,-155,120,150,270
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 89Kg,Frankie Williams,87.42,120,-125,-127,-140,140,0,120,140,260
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 96Kg,Guy Kitchen,93.52,-108,110,115,-138,138,145,115,145,260
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 81Kg,Joe Rose,79.25,103,106,109,142,-150,-150,109,142,251
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 109Kg,Kane Aubrey,106.04,105,110,-115,140,-145,-145,110,140,250
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 89Kg,Benjamin Redlich,87.68,108,-111,111,129,135,-140,111,135,246
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 89Kg,Will Galloway,86.38,105,-110,-112,135,140,-146,105,140,245
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 73Kg,Mackenzie Clark,72.44,-100,100,104,133,136,140,104,140,244
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 102Kg,Oliver Humphray,99.05,100,105,-110,130,135,-138,105,135,240
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 109Kg,Eron Murray,107.57,-102,102,107,132,-137,-138,107,132,239
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,Ethan Henrey,78.13,97,103,106,127,132,-136,106,132,238
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,William Bell,75.83,97,101,106,121,127,-132,106,127,233
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 96Kg,Aaron Cheema,93.39,100,105,-110,120,125,-128,105,125,230
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,Adam Mey,78.75,98,102,-108,120,126,-131,102,126,228
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,Harry hewitt smith,80.25,94,-97,-100,120,124,127,94,127,221
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 67Kg,Sebastian Lawton,66.22,96,100,102,118,0,0,102,118,220
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 73Kg,Theo Archer,70.29,-100,100,-105,118,-122,-123,100,118,218
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 81Kg,Johnny Adams,80.23,90,93,95,120,0,0,95,120,215
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,Henry Hawkes,78.63,91,94,98,110,-114,116,98,116,214
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 73Kg,Conall Comley,71.5,-93,-93,93,120,-126,-126,93,120,213
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,Maximilian Rivaldi,76.5,85,88,-92,125,-131,-135,88,125,213
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 89Kg,Alex Walters,83.59,90,-95,-95,115,120,-125,90,120,210
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 76Kg,Isabella Brown,75.1,85,88,91,114,117,-120,91,117,208
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 76Kg,Madison Farley,74.5,84,87,90,110,114,118,90,118,208
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 81Kg,Benjamin Riall,80.04,-84,86,90,108,-114,-115,90,108,198
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 67Kg,Hugo McNeil,66.39,83,87,-91,104,108,-111,87,108,195
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 81Kg,Funmi Morgan,80.1,-87,87,-90,101,104,107,87,107,194
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 81Kg,Lottie Absolom,79.8,83,86,89,96,100,103,89,103,192
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 64Kg,Josie Griffiths,63.4,81,84,87,100,103,105,87,105,192
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 71Kg,Erin Friel,70.8,82,85,-87,-105,-105,105,85,105,190
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 61Kg,Tayla Hounsell,60.89,78,82,84,102,-106,-107,84,102,186
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 67Kg,Andrew Kerr-Chin,66.2,-80,80,84,102,-107,-107,84,102,186
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 76Kg,Rachel Armstrong,74.8,-78,78,81,-100,100,105,81,105,186
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 71Kg,Rachel Bemrose,69.3,75,-80,80,100,105,-110,80,105,185
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 61Kg,NATHAN THOMAS,59.19,73,76,79,94,98,101,79,101,180
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 81Kg,Ella Beard,81,71,75,78,96,100,-102,78,100,178
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 87+Kg,Leyna-May  Dugu,88.7,75,-78,78,95,100,-105,78,100,178
England Age Groups U20/23 2024,2024-02-23,Men's Junior Under 20 67Kg,Wesley Flack,66.6,70,73,77,94,98,-103,77,98,175
England Age Groups U20/23 2024,2024-02-23,Women's Senior 59Kg,Emily  Grimmett,59,67,71,75,-96,96,100,75,100,175
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 64Kg,Emily Steel,64,-71,71,74,100,-104,-104,74,100,174
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 55Kg,Madaline Connelly ,54.7,73,76,-78,93,-97,97,76,97,173
England Age Groups U20/23 2024,2024-02-23,Men's Under 23 61Kg,Corey Swaine,60,70,75,78,90,94,-100,78,94,172
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 71Kg,Connie Easby,69.1,71,-74,74,-92,92,96,74,96,170
England Age Groups U20/23 2024,2024-02-23,Women's Senior 87+Kg,Kiona McLennon,101.4,70,-75,-75,90,95,-100,70,95,165
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 76Kg,Xcena Pasqualin,75.5,67,70,-74,-90,-92,92,70,92,162
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 71Kg,Chase Clark,67.8,69,-73,-74,91,-95,-96,69,91,160
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 64Kg,Olive Eleftheriou,64,67,70,73,86,-90,-92,73,86,159
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 71Kg,Elli McEvatt,67.9,68,-72,-72,85,88,91,68,91,159
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 76Kg,Chloe Ramage,74.2,-65,65,70,80,-85,85,70,85,155
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 71Kg,Anjelica  Rodgers ,69.2,62,-65,65,85,89,-92,65,89,154
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 59Kg,Annalise Spahr,58.8,61,64,67,82,86,-90,67,86,153
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 71Kg,Lydia Bryant,70.1,62,65,-67,84,88,-90,65,88,153
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 81Kg,ANGELIQUE Wallace -Bourgoin,79.3,64,67,-69,79,-82,82,67,82,149
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 81Kg,Djolie Bulica,79.5,64,66,-68,83,-85,-85,66,83,149
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 59Kg,Tegan Crowle,58.3,63,-66,-67,83,-86,86,63,86,149
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 55Kg,Emily Baron,53.6,62,-65,-66,-86,86,-90,62,86,148
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 64Kg,Ella Rose,59.7,59,63,-66,79,83,85,63,85,148
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 71Kg,Serrinah Drammeh,68.5,67,-70,-71,80,-84,-86,67,80,147
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 81Kg,Emily Barber,77.8,60,63,-65,78,81,84,63,84,147
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 64Kg,Lily Pilkington,63.1,63,67,-70,79,-81,-82,67,79,146
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 87Kg,Ava Saunders,82.1,64,67,-70,-77,78,-81,67,78,145
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 71Kg,Millie Scott,70.4,-58,58,61,77,-80,81,61,81,142
England Age Groups U20/23 2024,2024-02-23,Women's Under 23 64Kg,Janice  Jin ,61.7,55,59,-65,75,80,-85,59,80,139
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 55Kg,Jorja McNaughton,53.8,55,58,61,70,-74,75,61,75,136
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 64Kg,Amelia Heaman,61.5,56,59,-63,74,77,-80,59,77,136
England Age Groups U20/23 2024,2024-02-23,Women's Junior Under 20 64Kg,Lily McNeil,63,55,58,-60,69,72,75,58,75,133
