event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2021 BWL Open Series 6,2021-06-30,Men's Senior 81Kg,Adam Hemsley,80,95,100,103,118,123,127,103,127,230
2021 BWL Open Series 6,2021-06-30,Men's Senior 102Kg,Sven Batke,102,100,103,106,105,109,117,106,117,223
2021 BWL Open Series 6,2021-06-30,Men's Masters (35-39) 81Kg,Ramadan Sayed Rabeh,78.5,95,100,103,110,115,-118,103,115,218
2021 BWL Open Series 6,2021-06-30,Men's Under 23 81Kg,Will Galloway,80,82,84,-86,110,-116,0,84,110,194
2021 BWL Open Series 6,2021-06-30,Men's Masters (40-44) 89Kg,Jason Abraham,81.6,80,0,0,100,0,0,80,100,180
2021 BWL Open Series 6,2021-06-30,Women's Senior 59Kg,Michaela McKay,57.7,63,0,0,75,0,0,63,75,138
2021 BWL Open Series 6,2021-06-30,Women's Masters (35-39) 55Kg,Rosemary McCann,54.1,55,0,0,65,68,70,55,70,125
2021 BWL Open Series 6,2021-06-30,Men's Masters (55-59) 73Kg,Steven Wright,68.9,50,52,-54,68,70,-72,52,70,122
2021 BWL Open Series 6,2021-06-30,Men's Youth Under 17 96Kg,Joshua Farrant,95.6,50,55,-60,60,-65,0,55,60,115
2021 BWL Open Series 6,2021-06-30,Women's Masters (50-54) 64Kg,Maureen McLarnon,62.8,45,0,0,60,-65,0,45,60,105
2021 BWL Open Series 6,2021-06-30,Women's Masters (35-39) 87+Kg,Alison Day,94.2,38,40,44,50,55,56,44,56,100
2021 BWL Open Series 6,2021-06-30,Women's Masters (40-44) 55Kg,Donna West,53.2,35,38,-40,53,-55,55,38,55,93
2021 BWL Open Series 6,2021-06-30,Men's Senior 61Kg,Harry Street,61,-51,55,-60,-60,-65,-70,55,0,55
2021 BWL Open Series 6,2021-06-30,Men's Senior 73Kg,Thomas Bailey,72.7,-70,-75,0,-100,-105,0,0,0,0
