event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Under 23 81Kg,Jason Epton,81,115,-120,120,150,155,0,120,155,275
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Youth Under 17 73Kg,rhys deeley,68.8,90,95,-98,120,-127,-127,95,120,215
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Junior Under 20 81Kg,Rohan Banerjee,77.9,85,-90,92,105,-110,110,92,110,202
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Junior Under 20 96Kg,Charlie  Farndon,92.2,70,75,-80,100,107,-112,75,107,182
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Masters (40-44) 59Kg,Jodey Hughes,59,65,67,-70,85,-90,-91,67,85,152
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Junior Under 20 87+Kg,Kaitlyn Cartwright,125.15,60,63,65,77,80,82,65,82,147
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Youth Under 15 102+Kg,Callum Howe,110.8,58,61,63,-75,75,-80,63,75,138
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 71Kg,Athena Pearce,70.65,58,61,-63,73,75,77,61,77,138
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Youth Under 17 96Kg,Daniel Newman,94,58,-61,61,70,75,-80,61,75,136
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 55Kg,Jorja McNaughton,49.3,52,55,0,62,65,67,55,67,122
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 64Kg,Iona Currie,63.9,50,-53,-53,58,61,63,50,63,113
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 76Kg,Keira Fairley,74.7,45,-47,-47,60,63,65,45,65,110
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 15 76Kg,Ferryn Stewart,75.9,44,47,-50,58,-62,62,47,62,109
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 76Kg,Olivia  Dalrymple ,73.55,43,46,-49,55,58,-61,46,58,104
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 15 49Kg,Robyn Harris,45.35,34,-36,36,-54,-54,54,36,54,90
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 59Kg,Paige Gilfillan,58,35,40,-42,47,50,-53,40,50,90
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 15 71Kg,Isabella Marais,68.05,33,35,38,47,-50,50,38,50,88
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 71Kg,Elise Warde,69.15,32,35,-40,47,51,-55,35,51,86
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 17 76Kg,Emma Warner,71.55,34,37,40,43,46,-49,40,46,86
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 15 59Kg,Ciara Docherty,58.85,32,35,38,-45,45,47,38,47,85
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 15 59Kg,Robyn Fulton,58.9,33,35,37,45,-48,-48,37,45,82
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Youth Under 15 81Kg,Carson Weir,79.2,33,-35,35,42,-45,45,35,45,80
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Junior Under 20 71Kg,Ava Walsh,65,34,36,-40,43,-47,-50,36,43,79
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Youth Under 15 55Kg,Calum Low,51.35,23,-26,26,33,35,38,26,38,64
Scottish U18 & Development Cup Round 2,2023-05-14,Women's Youth Under 15 45Kg,Mischa Allan,41.45,24,26,-28,28,31,35,26,35,61
Scottish U18 & Development Cup Round 2,2023-05-14,Men's Senior 81Kg,Chris Mcginley,77.8,51,55,61,-87,-90,-90,61,0,0
