event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
British Masters 23.,2023-03-05,Men's Masters (40-44) 109+Kg,Mihai Bagutiu,140.3,120,131,140,143,161,-170,140,161,301
British Masters 23.,2023-03-05,Men's Masters (35-39) 102Kg,David Steel,100.7,-124,124,131,161,166,170,131,170,301
British Masters 23.,2023-03-05,Men's Masters (35-39) 102Kg,Charlie Stone,97.7,120,125,127,145,153,160,127,160,287
British Masters 23.,2023-03-05,Men's Masters (35-39) 109+Kg,Adam James Pugh,132.8,110,117,124,147,155,-163,124,155,279
British Masters 23.,2023-03-05,Men's Masters (35-39) 102Kg,Saun Trebillcock,101.9,112,118,124,147,153,-157,124,153,277
British Masters 23.,2023-03-05,Men's Masters (35-39) 81Kg,James Hargrave,79.5,-105,105,110,135,140,145,110,145,255
British Masters 23.,2023-03-05,Men's Masters (35-39) 89Kg,Ben Ross,87.1,105,-110,-112,131,140,147,105,147,252
British Masters 23.,2023-03-05,Men's Masters (40-44) 96Kg,Tom Jolly,93.7,100,104,108,128,132,-136,108,132,240
British Masters 23.,2023-05-04,Men's Masters (45-49) 89Kg,Andy Goswell,87.6,110,105,110,115,-125,125,110,125,235
British Masters 23.,2023-03-05,Men's Masters (35-39) 96Kg,MACIEJ ROTKO,94.4,105,109,-112,125,-130,-130,109,125,234
British Masters 23.,2023-03-05,Men's Masters (35-39) 89Kg,Daniel Farmer,87.1,98,102,105,120,125,-130,105,125,230
British Masters 23.,2023-03-05,Men's Masters (35-39) 89Kg,Luis Ware,87.1,96,-101,101,115,120,-125,101,120,221
British Masters 23.,2023-05-04,Men's Masters (45-49) 81Kg,Aaron Holt,80,-96,96,101,110,115,120,101,120,221
British Masters 23.,2023-05-04,Men's Masters (45-49) 96Kg,David Ryan,94.3,83,86,89,122,125,128,89,128,217
British Masters 23.,2023-03-05,Men's Masters (40-44) 109Kg,Dominic Patmore,107.6,85,89,91,120,125,-130,91,125,216
British Masters 23.,2023-03-05,Men's Masters (35-39) 89Kg,Alan Richards,89,89,92,95,112,116,120,95,120,215
British Masters 23.,2023-05-04,Men's Masters (50-54) 96Kg,Colin Campbell,94.8,88,-92,92,-117,117,-121,92,117,209
British Masters 23.,2023-05-04,Men's Masters (45-49) 96Kg,David Mcveigh,96,85,89,-92,114,118,-121,89,118,207
British Masters 23.,2023-03-05,Men's Masters (35-39) 67Kg,Salim Kisolo,64,86,91,-96,110,116,-121,91,116,207
British Masters 23.,2023-05-04,Men's Masters (45-49) 109Kg,Iheke Ndukwe,108.5,-90,-90,90,115,-126,-126,90,115,205
British Masters 23.,2023-05-04,Men's Masters (55-59) 73Kg,Keat See,71.8,85,90,-93,106,111,115,90,115,205
British Masters 23.,2023-05-04,Men's Masters (50-54) 109+Kg,David English,139.5,75,80,85,100,110,120,85,120,205
British Masters 23.,2023-03-05,Men's Masters (40-44) 102Kg,Gareth Turner,97.9,88,-92,-92,110,115,-120,88,115,203
British Masters 23.,2023-05-04,Men's Masters (45-49) 89Kg,Muhammad Khan,88.4,85,-88,-90,110,113,116,85,116,201
British Masters 23.,2023-03-05,Men's Masters (35-39) 89Kg,Patrick Gardner,82.6,-85,85,90,105,109,111,90,111,201
British Masters 23.,2023-03-05,Men's Masters (40-44) 73Kg,Robert Oneill,70.9,-85,85,-90,110,115,-120,85,115,200
British Masters 23.,2023-05-04,Men's Masters (50-54) 89Kg,Briah Andrews,88,85,-90,-91,110,115,-120,85,115,200
British Masters 23.,2023-03-05,Men's Masters (40-44) 73Kg,Peter Vuong,73,85,-88,88,107,111,-114,88,111,199
British Masters 23.,2023-05-04,Men's Masters (60-64) 96Kg,Brynley Jones,90.1,83,86,-91,108,111,113,86,113,199
British Masters 23.,2023-05-04,Men's Masters (60-64) 89Kg,Stuart Choate,86.4,77,82,85,105,110,113,85,113,198
British Masters 23.,2023-05-04,Men's Masters (50-54) 67Kg,Stewart Cruikshank,66,84,88,-90,105,109,-113,88,109,197
British Masters 23.,2023-05-04,Men's Masters (45-49) 89Kg,Russell Turner,87.5,-81,-85,85,100,107,111,85,111,196
British Masters 23.,2023-03-05,Men's Masters (40-44) 89Kg,Paul Chalmers,88,84,87,-89,100,105,108,87,108,195
British Masters 23.,2023-05-04,Men's Masters (55-59) 89Kg,John McEwan,86.3,75,78,80,95,100,106,80,106,186
British Masters 23.,2023-03-05,Men's Masters (40-44) 89Kg,Mark Butcher,87.9,84,88,-90,-97,97,-102,88,97,185
British Masters 23.,2023-05-04,Men's Masters (45-49) 81Kg,Ben Chapman,79.4,73,77,80,100,105,-108,80,105,185
British Masters 23.,2023-05-04,Men's Masters (50-54) 102Kg,Robert Leese,98.9,70,-75,77,107,-115,-115,77,107,184
British Masters 23.,2023-03-05,Men's Masters (35-39) 73Kg,Darren Grieve,72.4,-75,75,77,103,105,-108,77,105,182
British Masters 23.,2023-03-05,Women's Masters (35-39) 87+Kg,KRYSTAL CAMPBELL,99.2,72,76,80,96,102,-105,80,102,182
British Masters 23.,2023-05-04,Men's Masters (55-59) 96Kg,dermot drain,94.4,75,-78,80,95,100,-105,80,100,180
British Masters 23.,2023-05-04,Men's Masters (45-49) 89Kg,Andrew MacIntyre,85.3,75,78,-81,96,-101,101,78,101,179
British Masters 23.,2023-05-04,Men's Masters (55-59) 96Kg,Antonino Piccirillo,93.4,63,66,69,95,105,-108,69,105,174
British Masters 23.,2023-05-04,Men's Masters (60-64) 96Kg,david clifton,93.6,65,69,73,90,95,100,73,100,173
British Masters 23.,2023-05-04,Men's Masters (45-49) 89Kg,Matthew Reynolds,88.4,-73,-73,73,100,-107,-111,73,100,173
British Masters 23.,2023-05-04,Men's Masters (50-54) 73Kg,Barry Hughes,71.9,65,70,-73,85,95,100,70,100,170
British Masters 23.,2023-05-04,Men's Masters (50-54) 81Kg,James Marshall,78,69,72,-75,89,93,95,72,95,167
British Masters 23.,2023-03-05,Women's Masters (35-39) 59Kg,Sian Peters,58.5,63,66,68,88,92,-96,68,92,160
British Masters 23.,2023-05-04,Men's Masters (55-59) 102Kg,Jim  Kennedy ,99.8,60,64,-69,85,89,93,64,93,157
British Masters 23.,2023-05-04,Men's Masters (50-54) 102Kg,scott radcliffe,99.8,68,71,-75,-80,80,86,71,86,157
British Masters 23.,2023-03-05,Women's Masters (35-39) 64Kg,Jenni Ball,63.6,63,66,68,79,82,84,68,84,152
British Masters 23.,2023-03-04,Women's Masters (45-49) 71Kg,Elaine Sims,69.9,59,63,66,73,78,82,66,82,148
British Masters 23.,2023-03-05,Women's Masters (40-44) 76Kg,Emma Wilkins,75.7,66,-68,-68,-82,82,-85,66,82,148
British Masters 23.,2023-03-05,Women's Masters (35-39) 76Kg,Cheryl-leigh Miller,73.5,55,58,60,74,81,85,60,85,145
British Masters 23.,2023-03-05,Women's Masters (35-39) 81Kg,Holly Baker,81,-62,-62,62,78,83,-90,62,83,145
British Masters 23.,2023-03-05,Women's Masters (35-39) 87Kg,Sherene De Stadler,87,59,62,-68,75,80,83,62,83,145
British Masters 23.,2023-03-04,Women's Masters (45-49) 64Kg,Carol Marshall,63.4,55,58,61,78,81,83,61,83,144
British Masters 23.,2023-03-05,Women's Masters (40-44) 87+Kg,Miriam Messmer,93,57,61,64,70,75,80,64,80,144
British Masters 23.,2023-03-05,Women's Masters (35-39) 71Kg,Sara Brayfield,70.8,63,-67,-67,75,78,81,63,81,144
British Masters 23.,2023-03-04,Women's Masters (40-44) 55Kg,Gemma Peregrine,54,58,61,64,76,79,-82,64,79,143
British Masters 23.,2023-03-04,Women's Masters (40-44) 81Kg,Rachel Ellison,79.5,56,58,60,76,79,83,60,83,143
