event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Lift Britain Finals 2018,2018-05-12,Men's Senior 94Kg,Joe Blacker,92.8,105,115,120,140,-160,160,120,160,280
Lift Britain Finals 2018,2018-05-12,Men's Senior 85Kg,Joseph Cowen,83.3,110,-116,117,130,-136,140,117,140,257
Lift Britain Finals 2018,2018-05-12,Men's Senior 77Kg,Jamal Isaac-Shah,76.5,-110,110,0,-145,145,0,110,145,255
Lift Britain Finals 2018,2018-05-12,Men's Senior 94Kg,Marco Romero,85.6,110,-116,116,130,135,-140,116,135,251
Lift Britain Finals 2018,2018-05-12,Men's Senior 105Kg,Aaron Owens,97.5,100,-105,-105,120,130,135,100,135,235
Lift Britain Finals 2018,2018-05-12,Men's Senior 94Kg,Joshua Owens,87.5,85,90,-96,100,105,-111,90,105,195
Lift Britain Finals 2018,2018-05-12,Women's Senior 90Kg,Emma McCready,82.1,75,80,85,90,95,100,85,100,185
Lift Britain Finals 2018,2018-05-12,Women's Senior 75Kg,Heather Forde,72.9,73,77,-81,85,90,96,77,96,173
Lift Britain Finals 2018,2018-05-12,Men's Senior 62Kg,Luca Michael,60,70,0,0,90,100,0,70,100,170
Lift Britain Finals 2018,2018-05-12,Women's Senior 63Kg,Neza Ribaric,62,64,67,71,83,87,-90,71,87,158
Lift Britain Finals 2018,2018-05-12,Women's Senior 53Kg,Samantha Franklin,51.9,62,65,-68,75,80,82,65,82,147
Lift Britain Finals 2018,2018-05-12,Women's Senior 75Kg,Renee Kunde,69.5,60,62,-67,80,-84,-90,62,80,142
Lift Britain Finals 2018,2018-05-12,Women's Senior 58Kg,Lisa Simon,57.3,55,58,61,70,75,-80,61,75,136
Lift Britain Finals 2018,2018-05-12,Women's Senior 69Kg,Zoë Freeman,68,57,-60,-60,67,70,-73,57,70,127
Lift Britain Finals 2018,2018-05-12,Women's Senior 53Kg,sheryll pak,51.8,-54,54,57,64,68,-71,57,68,125
Lift Britain Finals 2018,2018-05-12,Women's Senior 58Kg,Olga Krzyszton,56.3,43,46,49,63,67,-69,49,67,116
Lift Britain Finals 2018,2018-05-12,Men's Youth Under 15 +94Kg,Ollie Gray,103.8,60,65,-68,-88,-88,-88,65,0,65
