event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Saw Spring Open,2023-04-25,Men's Junior Under 20 81Kg,Daniel Davies,76.55,97,-100,100,123,127,130,100,130,230
Saw Spring Open,2023-04-25,Men's Youth Under 17 89Kg,Luke Fletcher,85.55,95,100,105,120,124,-128,105,124,229
Saw Spring Open,2023-04-25,Men's Junior Under 20 96Kg,Kyle Colella,95.35,90,95,-100,120,125,130,95,130,225
Saw Spring Open,2023-04-25,Women's Senior 87+Kg,Leah Clarke,115.95,90,93,96,125,0,0,96,125,221
Saw Spring Open,2023-04-25,Women's Under 23 71Kg,chloe hood,70.85,72,76,80,90,95,100,80,100,180
Saw Spring Open,2023-04-25,Women's Senior 64Kg,Bethany Randall,63.25,72,75,78,90,-93,93,78,93,171
Saw Spring Open,2023-04-25,Women's Under 23 64Kg,Molly Greenwood,63.8,75,78,-80,88,92,-94,78,92,170
Saw Spring Open,2023-04-25,Women's Senior 59Kg,Sinead Lenihan,56.6,65,68,-70,81,84,87,68,87,155
Saw Spring Open,2023-04-25,Men's Youth Under 15 61Kg,Llewellyn Waits,59.75,65,68,70,78,81,-83,70,81,151
Saw Spring Open,2023-04-25,Women's Senior 64Kg,Kathryn Joseph,63.65,55,60,63,73,76,80,63,80,143
Saw Spring Open,2023-04-25,Men's Youth Under 15 49Kg,Thomas Duggan,44.6,-50,50,-53,60,64,66,50,66,116
Saw Spring Open,2023-04-25,Women's Junior Under 20 59Kg,Alys Le Roux,58.5,45,48,51,54,56,58,51,58,109
Saw Spring Open,2023-04-25,Women's Youth Under 15 64Kg,Roxi  Hayward,62,-32,32,35,37,39,42,35,42,77
Saw Spring Open,2023-04-25,Men's Senior 109+Kg,scott taylor,114.2,135,140,-145,0,0,0,140,0,0
Saw Spring Open,2023-04-25,Women's Youth Under 17 71Kg,Evelyn Thomas,65,57,60,-62,0,0,0,60,0,0
