event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 109+Kg,Benedict Millson,121.2,135,140,145,135,140,145,145,145,290
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 96Kg,Khalil Ali,96,-112,112,116,140,147,-151,116,147,263
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 81Kg,Ryan Sweetman,80.8,110,-115,115,130,140,145,115,145,260
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 89Kg,Oliver Godwin,89,115,-119,-119,134,138,142,115,142,257
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 96Kg,Toby Leeds,95.2,107,-111,-116,125,-130,132,107,132,239
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 81Kg,Karl Clark,80.9,-83,83,87,117,123,-130,87,123,210
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 96Kg,Michael Stables,94,90,-95,-100,111,116,-120,90,116,206
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 73Kg,Lewis Wilkinson,70.2,80,-84,84,100,106,110,84,110,194
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 73Kg,Hari Kandiah,70.6,75,80,84,100,106,-111,84,106,190
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 89Kg,Jordan Connor,87,80,84,-90,-102,104,-108,84,104,188
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 96Kg,Oliver Lee,95.4,70,73,-76,100,105,110,73,110,183
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 73Kg,Greg Titherington,72.9,-75,75,78,93,98,-101,78,98,176
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 81Kg,Peter Askey,78.6,75,78,-83,91,-96,97,78,97,175
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 81Kg,Niall Meenan,79.8,69,71,76,90,96,-100,76,96,172
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 73Kg,Lucas Cheslett,72.2,70,-75,-75,-95,95,-100,70,95,165
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 64Kg,Annalise Spahr,61.4,58,61,65,78,82,85,65,85,150
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 61Kg,Julian Djopo,60.9,57,61,65,74,78,82,65,82,147
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 96Kg,Henry Gadsby,91.8,55,60,-65,85,80,-85,60,85,145
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 64Kg,Lily Pilkington,63.4,57,61,63,70,73,76,63,76,139
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 59Kg,Chelsea Wilson,58.4,55,58,-60,-74,74,76,58,76,134
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 59Kg,Rebecca Hayhurst,58.8,52,55,-58,-68,68,70,55,70,125
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 71Kg,Alex Walsh,68,50,-53,53,65,68,70,53,70,123
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 55Kg,Lucy Montgomery,52.8,45,47,-50,65,68,-70,47,68,115
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 64Kg,Ashley Brookes,63.8,45,47,50,60,63,65,50,65,115
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 71Kg,Jennifer Wallace,66.4,40,42,45,57,60,-62,45,60,105
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 49Kg,Sophie  Biles ,48,43,46,-48,53,56,-58,46,56,102
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 64Kg,Bethan Price,61.8,38,41,43,50,53,55,43,55,98
Liverpool Open 2023 *FULL*,2023-11-19,Men's Senior 61Kg,Samuel Nazim Forshaw,57,36,41,-45,46,51,55,41,55,96
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 64Kg,Alexandra Yarnell,61.8,37,40,-43,48,52,-55,40,52,92
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 87Kg,Bronwen Carey,82,31,33,36,43,46,-50,36,46,82
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 64Kg,Pam McVitie,63.2,30,33,35,42,44,46,35,46,81
Liverpool Open 2023 *FULL*,2023-11-19,Women's Senior 76Kg,Marketa  Manhart,71.6,-56,-56,-56,70,-75,-75,0,70,0
