event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BSF Open,2025-05-18,Men's Under 23 98Kg,Drew Burns,96.9,143,-147,-147,170,175,-178,143,175,318
BSF Open,2025-05-18,Men's Junior Under 20 71Kg,Corey Duncan,70.45,115,120,-125,-145,147,-152,120,147,267
BSF Open,2025-05-18,Men's Under 23 79Kg,Ross Sinclair,77.35,112,116,119,140,-145,147,119,147,266
BSF Open,2025-05-18,Men's Senior 79Kg,Harry Thomas,78.8,120,-125,-125,140,-150,-150,120,140,260
BSF Open,2025-05-18,Men's Junior Under 20 79Kg,Rhys Deeley,76.8,110,-115,-115,140,145,-150,110,145,255
BSF Open,2025-05-18,Men's Senior +110Kg,Ewan Harrison,143.95,100,105,110,120,125,130,110,130,240
BSF Open,2025-05-18,Men's Youth Under 17 +98Kg,Marcel Golanski,102.3,90,-93,93,-115,115,120,93,120,213
BSF Open,2025-05-18,Men's Junior Under 20 79Kg,Corey Paterson,72.25,-90,90,93,118,-122,-122,93,118,211
BSF Open,2025-05-18,Men's Senior 88Kg,Scott Chapman,87.45,78,80,83,107,112,117,83,117,200
BSF Open,2025-05-18,Women's Senior 86Kg,Emma McCready,85.75,82,86,-90,102,-106,106,86,106,192
BSF Open,2025-05-18,Men's Senior 98Kg,James Walton,92.75,68,72,76,103,108,112,76,112,188
BSF Open,2025-05-18,Men's Senior 88Kg,Tobias Corser,84.25,75,80,85,90,96,102,85,102,187
BSF Open,2025-05-18,Women's Junior Under 20 86Kg,Timea Schultz,82.15,75,-80,82,90,-93,93,82,93,175
BSF Open,2025-05-18,Women's Senior 69Kg,Megan Taylor,68.1,70,73,75,85,88,90,75,90,165
BSF Open,2025-05-18,Women's Senior 63Kg,Joanne Mcgurk,62.8,68,70,72,83,86,88,72,88,160
BSF Open,2025-05-18,Women's Senior 58Kg,Hannah Chen,56.8,-69,-69,69,-90,-90,90,69,90,159
BSF Open,2025-05-18,Women's Senior 63Kg,Eilidh MacInnes-Devine ,62.35,68,71,-73,-87,88,-91,71,88,159
BSF Open,2025-05-18,Men's Senior 60Kg,Colin Selfridge,59.6,60,-63,63,75,79,82,63,82,145
BSF Open,2025-05-18,Women's Under 23 63Kg,Christie Shannon,62.55,-60,60,64,-78,80,-84,64,80,144
BSF Open,2025-05-18,Women's Junior Under 20 63Kg,Ava Walsh,62.25,60,63,65,73,77,-80,65,77,142
BSF Open,2025-05-18,Men's Senior +110Kg,Conor Smith,144.35,55,58,62,70,75,80,62,80,142
BSF Open,2025-05-18,Women's Junior Under 20 77Kg,Elise Warde,72.2,52,55,-58,75,79,-82,55,79,134
BSF Open,2025-05-18,Men's Senior 79Kg,Willie Macleod,76.9,50,-53,-54,70,75,-80,50,75,125
BSF Open,2025-05-18,Women's Senior +86Kg,Sara Boussaikouk,90.85,52,55,-58,68,-73,-76,55,68,123
BSF Open,2025-05-18,Women's Senior 77Kg,Charlotte Worthing,75,45,48,51,63,-68,68,51,68,119
BSF Open,2025-05-18,Women's Under 23 58Kg,Laura Willey,57.25,48,51,54,60,64,-66,54,64,118
BSF Open,2025-05-18,Women's Senior +86Kg,Claire Gallacher,91.05,42,44,46,-50,50,54,46,54,100
BSF Open,2025-05-18,Women's Junior Under 20 69Kg,Maya Couey,65.55,-40,40,-43,50,54,58,40,58,98
BSF Open,2025-05-18,Women's Junior Under 20 63Kg,Alina Khudyk,60.9,34,37,40,-47,-47,47,40,47,87
BSF Open,2025-05-18,Women's Senior 58Kg,Laura Hunter,57.25,35,-38,-38,47,-51,51,35,51,86
BSF Open,2025-05-18,Women's Senior 63Kg,Eileen Ross,62.45,35,-37,37,42,-45,-45,37,42,79
BSF Open,2025-05-18,Women's Senior 77Kg,claire cameron,74.6,31,32,-33,38,40,41,32,41,73
BSF Open,2025-05-18,Women's Senior +86Kg,Vikki Renwick,104.85,25,27,29,30,34,-37,29,34,63
BSF Open,2025-05-18,Women's Senior 63Kg,Lesley Brown,62.35,70,-72,-72,-91,-92,-92,70,0,0
BSF Open,2025-05-18,Women's Senior 77Kg,Connie Rotchford,72.9,25,28,31,-33,-33,-33,31,0,0
BSF Open,2025-05-18,Women's Senior 86Kg,Alexandra  Tolfrey,79.1,-62,62,-65,-74,-74,-74,62,0,0
BSF Open,2025-05-18,Women's Senior 86Kg,Janine Slaven,83.35,-67,-70,-70,0,0,0,0,0,0
BSF Open,2025-05-18,Men's Senior 98Kg,Ivan Houston,88.7,-48,48,-52,-68,-68,-68,48,0,0
