event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2024 Palace Youth,2024-01-27,Men's Youth Under 15 81Kg,Samu Kulcsar,81,60,64,70,80,-85,85,70,85,155
2024 Palace Youth,2024-01-27,Men's Youth Under 17 96Kg,Kaan Luka Atacan,96,55,62,70,63,70,80,70,80,150
2024 Palace Youth,2024-01-27,Men's Youth Under 15 81Kg,Alex Brooks,81,51,54,58,62,67,74,58,74,132
2024 Palace Youth,2024-01-27,Women's Youth Under 17 71Kg,Kiera Houlker-Mountier,71,52,54,57,63,67,71,57,71,128
2024 Palace Youth,2024-01-27,Women's Junior Under 20 71Kg,Amarisa Sibley,71,47,51,-53,61,66,70,51,70,121
2024 Palace Youth,2024-01-27,Women's Youth Under 15 59Kg,Ophelia Harrison,59,-48,48,50,60,-65,-65,50,60,110
2024 Palace Youth,2024-01-27,Men's Youth Under 15 61Kg,Aiden Kember,61,35,38,43,50,-54,-54,43,50,93
2024 Palace Youth,2024-01-27,Men's Youth Under 15 49Kg,Stuart Moore,45,30,33,36,40,43,46,36,46,82
2024 Palace Youth,2024-01-27,Women's Youth Under 15 81+Kg,Nadia Bebeniec ,99.3,30,35,-38,35,40,45,35,45,80
2024 Palace Youth,2024-01-27,Men's Youth Under 17 81Kg,Dylan Moore,81,30,33,-36,33,40,42,33,42,75
2024 Palace Youth,2024-01-27,Men's Youth Under 15 55Kg,Johnny Houlker-Mountier,55,28,-32,-32,38,41,46,28,46,74
2024 Palace Youth,2024-01-27,Women's Youth Under 15 40Kg,Amber Cruikshank,40,26,-28,-28,35,37,-40,26,37,63
2024 Palace Youth,2024-01-27,Women's Youth Under 15 45Kg,Jessica Egarr,45,16,17,18,26,27,28,18,28,46
2024 Palace Youth,2024-01-27,Women's Youth Under 15 59Kg,Florence McGuckian,59,16,17,18,26,27,28,18,28,46
