event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 96Kg,Michael Cutler,94.89,125,130,-136,145,-153,-160,130,145,275
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 109+Kg,Adam James Pugh,134.58,105,112,-120,-147,147,155,112,155,267
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (40-44) 109+Kg,benjamin iles,127.62,105,110,-115,-155,155,-162,110,155,265
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 102Kg,Christopher chu,97.7,100,105,110,138,142,148,110,148,258
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 96Kg,Alex Hudson,90.95,109,114,-120,134,139,143,114,143,257
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 102Kg,Petr Krejci,99.27,105,110,-115,135,140,145,110,145,255
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 81Kg,James Hargrave,80.35,100,105,111,130,-135,140,111,140,251
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 102Kg,Ashley Oakey,102,100,105,-108,135,-140,140,105,140,245
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 89Kg,Joshua Seymour,88.77,100,103,-106,135,140,-145,103,140,243
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 96Kg,Amir Khan,95.36,98,103,-107,132,-136,-138,103,132,235
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (45-49) 89Kg,Hamid Mosavi,85.79,100,106,-110,125,-135,-135,106,125,231
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (45-49) 102Kg,Gavin Church,98.55,93,96,101,-130,130,-136,101,130,231
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 96Kg,Leon Botha,89.6,100,104,106,123,-125,125,106,125,231
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (40-44) 81Kg,John Keenan,79.4,-95,95,-100,120,126,131,95,131,226
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 96Kg,Gareth Braisdell,94.18,93,-97,97,-128,128,-133,97,128,225
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 109Kg,Henry Woodason,105.02,105,0,0,-115,115,0,105,115,220
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 81Kg,Daniel Cumberworth,79.23,93,97,-101,-118,122,-126,97,122,219
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 109+Kg,Chris Scott,118.37,95,102,-108,-112,-115,115,102,115,217
*FULL* British Masters Championships 2024,2024-07-07,Men's Masters (35-39) 73Kg,Max Southworth,73,-85,85,92,119,124,-130,92,124,216
