event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Lewis Ridett,88.8,120,126,-130,155,160,-165,126,160,286
Warley Open 2017,2017-06-18,Men's Senior 85Kg,Allan Young,84.3,112,117,-120,140,-150,-151,117,140,257
Warley Open 2017,2017-06-18,Men's Senior 105Kg,robert waghorn,99.4,-121,-121,121,132,0,0,121,132,253
Warley Open 2017,2017-06-18,Men's Senior 69Kg,Nam Ahmadi,69,108,-112,-115,138,144,-151,108,144,252
Warley Open 2017,2017-06-18,Men's Senior 77Kg,Sam Young,76.3,102,107,-112,-137,137,142,107,142,249
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Greg Stumbles,88,100,105,108,135,138,141,108,141,249
Warley Open 2017,2017-06-18,Men's Senior 85Kg,Alexander Almy-Hall,83.8,103,-107,109,-135,139,-141,109,139,248
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Tom Jolly,92.7,-108,108,-112,-135,135,-145,108,135,243
Warley Open 2017,2017-06-18,Men's Senior 105Kg,Wern Hao Yap,94.6,98,104,108,127,131,135,108,135,243
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Alexander Hicks,90.5,105,-108,-109,130,-135,-135,105,130,235
Warley Open 2017,2017-06-18,Men's Senior 105Kg,vincent chung,99.5,85,95,100,120,128,135,100,135,235
Warley Open 2017,2017-06-18,Men's Senior 77Kg,Dimitrios Sergakis,75.2,-102,104,-110,125,130,-135,104,130,234
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Jack Crosse,93.8,-100,-100,100,130,-133,133,100,133,233
Warley Open 2017,2017-06-18,Men's Senior 77Kg,Iain Shawley,72.4,88,93,-95,114,118,122,93,122,215
Warley Open 2017,2017-06-18,Men's Senior 85Kg,William Hannah,80.4,80,88,-94,115,120,125,88,125,213
Warley Open 2017,2017-06-18,Men's Senior 105Kg,Dominic Aubrey-Da Cova,96.8,88,92,97,112,-116,116,97,116,213
Warley Open 2017,2017-06-18,Men's Senior 77Kg,Scott Appleby,76.7,90,-95,95,-110,112,-117,95,112,207
Warley Open 2017,2017-06-18,Men's Senior 85Kg,Aron Fletcher,83.1,-85,85,-90,115,120,-125,85,120,205
Warley Open 2017,2017-06-18,Men's Senior 85Kg,Patrick Green,83.4,-88,88,-92,-112,-112,112,88,112,200
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Paul Walpole,91,60,67,72,85,-92,92,72,92,164
Warley Open 2017,2017-06-18,Men's Senior 85Kg,Dominic Hatton-Woods,82,53,58,65,83,88,94,65,94,159
Warley Open 2017,2017-06-18,Women's Under 23 53Kg,Noorin Gulam,52.9,68,71,-73,-88,88,0,71,88,159
Warley Open 2017,2017-06-18,Men's Senior 94Kg,Peter Metcalfe,92.9,60,67,-71,80,-87,90,67,90,157
Warley Open 2017,2017-06-18,Men's Senior 105Kg,Martin Sheard,99.7,60,63,66,80,85,87,66,87,153
Warley Open 2017,2017-06-18,Men's Senior 77Kg,Luis Ruiz,73.6,55,-60,60,85,89,91,60,91,151
Warley Open 2017,2017-06-18,Women's Under 23 75Kg,Charlotte Thomas,74.6,52,56,60,80,85,88,60,88,148
Warley Open 2017,2017-06-18,Men's Senior 69Kg,tony brooks,68.9,58,62,66,72,-78,78,66,78,144
Warley Open 2017,2017-06-18,Women's Senior 63Kg,Siobhan Houldridge,62.1,58,61,-63,81,-84,-84,61,81,142
Warley Open 2017,2017-06-18,Women's Senior 58Kg,Layla Green,57.4,60,64,-66,70,75,76,64,76,140
Warley Open 2017,2017-06-18,Women's Senior 58Kg,Emma Pendle,58,60,63,65,-72,-74,74,65,74,139
Warley Open 2017,2017-06-18,Women's Senior 53Kg,Cathy-Ann Myers,51.6,51,53,55,68,72,-74,55,72,127
Warley Open 2017,2017-06-18,Women's Senior 69Kg,Rhea Jarvis,65.2,47,50,-54,66,69,-72,50,69,119
Warley Open 2017,2017-06-18,Women's Senior 48Kg,Camille Galang,47.3,-52,-52,52,63,-65,-65,52,63,115
Warley Open 2017,2017-06-18,Women's Senior 63Kg,Ligia Jardim Gaviao,61.8,50,-53,-53,60,-64,-64,50,60,110
Warley Open 2017,2017-06-18,Men's Senior 85Kg,Jonathan Smith,84.3,108,-112,-112,-142,-142,-142,108,0,108
Warley Open 2017,2017-06-18,Women's Senior 58Kg,Luned Jones,57.1,35,38,40,-55,55,-58,40,55,95
Warley Open 2017,2017-06-18,Women's Senior 63Kg,Amie wilson,61.3,-42,-42,42,52,-54,-60,42,52,94
Warley Open 2017,2017-06-18,Women's Senior 69Kg,Rebecca Young,66.7,35,39,-42,47,53,-58,39,53,92
Warley Open 2017,2017-06-18,Women's Senior 90Kg,Kathleen Spears,82.5,78,-82,83,-100,-100,-100,83,0,83
Warley Open 2017,2017-06-18,Men's Senior 56Kg,Seth Casidsid,56,-76,76,82,-106,-106,-110,82,0,82
Warley Open 2017,2017-06-18,Women's Senior 58Kg,Sarah Burgess,58,27,30,-35,40,45,-47,30,45,75
Warley Open 2017,2017-06-18,Women's Senior 69Kg,Bryony Watson,64.7,72,-76,-79,-92,-92,-94,72,0,72
Warley Open 2017,2017-06-18,Women's Senior 75Kg,Lauren Miller,74.9,-67,67,-70,-90,-90,-90,67,0,67
