event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Asylum Youth Championships,2025-03-01,Men's Youth Under 17 67Kg,Harrison Mcgrogan,62.15,103,-107,107,130,135,-140,107,135,242
Asylum Youth Championships,2025-03-01,Men's Youth Under 15 67Kg,Brody Neely,65.95,70,73,76,90,-95,-95,76,90,166
Asylum Youth Championships,2025-03-01,Women's Youth Under 15 71Kg,Anna McLarnon,66.29,53,55,-57,65,68,-70,55,68,123
Asylum Youth Championships,2025-03-01,Men's Youth Under 17 67Kg,Joshua Bell,63.45,-49,49,52,-68,68,-70,52,68,120
Asylum Youth Championships,2025-03-01,Women's Youth Under 15 64Kg,Katie Ward,61.55,48,50,52,62,64,66,52,66,118
Asylum Youth Championships,2025-03-01,Women's Youth Under 15 64Kg,Leah Jordan,60.83,-44,44,46,47,51,-55,46,51,97
Asylum Youth Championships,2025-03-01,Men's Youth Under 17 67Kg,Thomas Duncan,62.6,42,46,-50,-45,45,50,46,50,96
Asylum Youth Championships,2025-03-01,Women's Youth Under 15 55Kg,Lily Pedlow,50.77,27,30,33,37,40,43,33,43,76
Asylum Youth Championships,2025-03-01,Men's Youth Under 15 61Kg,Harry Cowan,58.2,20,22,24,26,28,30,24,30,54
Asylum Youth Championships,2025-03-01,Women's Youth Under 15 45Kg,Ellie Barnes,41.84,21,23,25,25,27,29,25,29,54
