event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
IOWC WL League Round 1,2026-04-04,Men's Senior 88Kg,Declan  Maclennan ,87.5,102,106,-111,127,132,-135,106,132,238
IOWC WL League Round 1,2026-04-04,Men's Masters (35-39) 88Kg,Steven Mcallan,80.7,85,90,-94,115,120,125,90,125,215
IOWC WL League Round 1,2026-04-04,Men's Masters (35-39) 94Kg,Rihards Ziemelis,93.9,85,90,-91,110,115,120,90,120,210
IOWC WL League Round 1,2026-04-04,Men's Masters (40-44) 94Kg,Michael Turner,88.55,80,85,-90,-105,110,-120,85,110,195
IOWC WL League Round 1,2026-04-04,Men's Senior 88Kg,Jordan Bowie,80.01,86,-89,-91,103,-106,-107,86,103,189
IOWC WL League Round 1,2026-04-04,Women's Senior 77Kg,Hayleigh Wishart,72.35,-65,65,69,86,90,-93,69,90,159
IOWC WL League Round 1,2026-04-04,Men's Senior 88Kg,Calum Philip,84.25,68,-72,-72,85,89,-93,68,89,157
IOWC WL League Round 1,2026-04-04,Men's Masters (35-39) 94Kg,Adam Bell,91.05,60,63,65,73,77,80,65,80,145
IOWC WL League Round 1,2026-04-04,Women's Masters (35-39) 69Kg,Emma Catley,64.95,52,55,58,75,80,83,58,83,141
IOWC WL League Round 1,2026-04-04,Women's Masters (35-39) 53Kg,Karen Saint,48.95,54,56,58,73,76,78,58,78,136
IOWC WL League Round 1,2026-04-04,Women's Senior +86Kg,Kenna Gibson,98.85,51,54,-57,75,78,82,54,82,136
IOWC WL League Round 1,2026-04-04,Women's Masters (35-39) 63Kg,Kimberley Ross,62.55,53,55,58,73,-76,76,58,76,134
IOWC WL League Round 1,2026-04-04,Women's Senior 69Kg,Elizabeth Simmonds,68.45,52,54,-56,74,77,-80,54,77,131
IOWC WL League Round 1,2026-04-04,Women's Masters (35-39) 77Kg,Dawn Chessor,72.7,55,58,61,70,-73,-75,61,70,131
IOWC WL League Round 1,2026-04-04,Women's Senior 77Kg,Amber Salter,73.1,45,47,49,60,63,-65,49,63,112
