event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 55Kg,Thomas Hughes,55,45,49,-51,65,68,-70,49,68,117
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 55Kg,Frankie Williams,55,47,49,51,60,63,65,51,65,116
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Women's Youth Under 15 81Kg,Kiera Walton,78.8,35,38,41,46,50,54,41,54,95
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Women's Youth Under 15 71Kg,Harley Dillon,66.6,37,40,0,42,46,51,40,51,91
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Women's Youth Under 17 59Kg,Rachel Binns,55.4,35,-38,38,45,48,-50,38,48,86
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 89Kg,Toby Parker,87.4,27,31,33,38,42,45,33,45,78
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 61Kg,Will Maironis,59.8,30,32,34,39,41,43,34,43,77
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 81Kg,kobain riley,80.6,27,29,31,37,39,41,31,41,72
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Women's Youth Under 15 49Kg,sydney burnett,47.3,25,28,32,33,36,-39,32,36,68
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Women's Youth Under 15 49Kg,scarlett parnell,45.3,28,30,-32,33,37,-40,30,37,67
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Women's Youth Under 15 71Kg,Jessica Burnside,67.3,23,25,-26,30,33,36,25,36,61
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 49Kg,Thomas Jones,45.8,22,24,-26,27,30,32,24,32,56
BWL Northern Regional Youth Series 1 - 2018,2018-10-13,Men's Youth Under 15 61Kg,Louis Hawkins,55.5,45,-48,0,0,0,0,45,0,45
