event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 55Kg,Emily Jackson,49.3,35,35,35,42,42,46,35,46,81
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 64Kg,Charlotte  Ripalda,59.4,20,22,25,35,37,40,25,40,65
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 64Kg,Isobelle Webster,61.8,24,26,28,29,32,34,28,34,62
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 45Kg,Max Kearton,34.3,20,22,24,30,33,35,24,35,59
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 45Kg,Oliver Brooks,44.3,20,23,25,30,32,32,25,32,57
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 45Kg,Georgia  Jenkinson,43.6,20,22,24,26,29,33,24,33,57
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 45Kg,Monty southall,41,18,20,23,28,30,33,23,33,56
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 49Kg,Stefan Canic,45.7,22,23,24,29,30,31,24,31,55
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 71Kg,Halimah Akhtar,67.4,22,24,26,25,27,29,26,29,55
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 45Kg,Brookes  Wall,31.5,20,22,22,30,32,-33,22,32,54
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 55Kg,Dua Khan,52.1,20,21,23,25,27,29,23,29,52
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 55Kg,QUINN HUTT,49.7,20,21,22,25,27,29,22,29,51
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 40Kg,Ruby  Heaton ,36.3,19,21,-22,29,29,29,21,29,50
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 49Kg,Camryn  Carter,47.9,21,22,23,24,25,26,23,26,49
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 61Kg,Jacob Goodwin,58.8,15,18,20,20,25,27,20,27,47
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 10 40Kg,Cameron Kearton,29.6,16,18,20,23,26,-28,20,26,46
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 10 45Kg,Olivia Jackson,40.4,16,18,20,22,24,25,20,25,45
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 45Kg,Philip Kember,37.3,15,17,19,21,22,26,19,26,45
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 10 40Kg,Sabih Khan,29.1,15,17,19,22,24,-26,19,24,43
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 10 40Kg,Dylan Botten ,38.7,16,17,18,25,25,25,18,25,43
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 10 35Kg,Mila Andriekus,33.4,15,17,19,20,22,24,19,24,43
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 35Kg,Rose Archer,32.9,16,17,-18,21,22,23,17,23,40
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 10 55Kg,Thomas Brockley,55,15,16,17,19,20,21,17,21,38
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 10 40Kg,Rudy Robinson,35.6,10,12,13,19,21,23,13,23,36
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 40Kg,Willow Simpson,39.8,15,16,17,17,-18,18,17,18,35
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 12 49Kg,Monty Moore,46.7,10,-12,12,15,17,19,12,19,31
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 12 40Kg,Savannah  Henry-Cook ,35.5,13,11,11,13,14,15,13,15,28
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 10 30Kg,Frenchie-lou Brotherhood ,27.1,-10,10,11,11,11,13,11,13,24
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 10 40Kg,Bella Ashton,35.3,9,10,11,10,11,12,11,12,23
England Age Group U10/12 2024,2024-02-25,Men's Youth Under 10 40Kg,Eli Horton,37.04,-8,8,8,10,12,12,8,12,20
England Age Group U10/12 2024,2024-02-25,Women's Youth Under 10 30Kg,Ellis Underdown,22.2,5,5,5,5,5,5,5,5,10
