event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
London University Championships 2023,2023-03-12,Men's Under 23 109+Kg,Kane Aubrey,110.9,100,105,-111,130,135,-140,105,135,240
London University Championships 2023,2023-03-12,Men's Junior Under 20 81Kg,Adam Mey,79.6,-100,105,107,120,-126,126,107,126,233
London University Championships 2023,2023-03-12,Men's Senior 96Kg,Reon Seleman,92.2,102,-107,-110,120,-125,125,102,125,227
London University Championships 2023,2023-03-12,Men's Senior 73Kg,Pablo Cabrales,71.4,90,93,96,109,115,-120,96,115,211
London University Championships 2023,2023-03-12,Men's Junior Under 20 89Kg,Benjamin Redlich,83.3,84,88,92,105,110,115,92,115,207
London University Championships 2023,2023-03-12,Men's Under 23 73Kg,Jose Juan De León,70.9,75,82,90,93,102,-110,90,102,192
London University Championships 2023,2023-03-12,Men's Under 23 81Kg,Habin Lee,77,70,74,78,100,104,-105,78,104,182
London University Championships 2023,2023-03-12,Men's Senior 81Kg,Gareth Matos,79.7,-78,78,81,94,97,100,81,100,181
London University Championships 2023,2023-03-12,Men's Senior 89Kg,Ulugbek Aslonov,88.4,68,75,-79,100,-108,-108,75,100,175
London University Championships 2023,2023-03-12,Men's Under 23 89Kg,Konstantinos Paschalis,87.1,73,77,-80,95,-100,-100,77,95,172
London University Championships 2023,2023-03-12,Men's Under 23 73Kg,Joseph Chan,72.1,-72,-72,72,-88,93,-95,72,93,165
London University Championships 2023,2023-03-12,Men's Junior Under 20 61Kg,Ammar Mettwally,59.2,65,70,-75,85,-90,-90,70,85,155
London University Championships 2023,2023-03-12,Men's Under 23 102Kg,Brad Shek,99.6,60,-65,65,80,85,90,65,90,155
London University Championships 2023,2023-03-12,Women's Senior 64Kg,Michaela Forgacova,64,63,67,-70,78,81,83,67,83,150
London University Championships 2023,2023-03-12,Women's Senior 55Kg,Sophie Bellamy,54.7,60,-63,64,78,-81,-81,64,78,142
London University Championships 2023,2023-03-12,Men's Junior Under 20 81Kg,Ushaan Turel,77,56,60,-62,70,-76,76,60,76,136
London University Championships 2023,2023-03-12,Women's Senior 71Kg,Danielle Tinloi,71,54,57,60,70,-74,74,60,74,134
London University Championships 2023,2023-03-12,Women's Under 23 87Kg,Fleur Walker,86.6,52,-55,55,70,72,75,55,75,130
London University Championships 2023,2023-03-12,Women's Senior 87Kg,Valgerður Marija Purusic,87,-55,55,57,-70,70,-73,57,70,127
London University Championships 2023,2023-03-12,Women's Under 23 71Kg,Madeleine Fisher,69.2,44,-48,48,58,62,-68,48,62,110
London University Championships 2023,2023-03-12,Women's Senior 59Kg,Hollie Williams,58,43,45,47,54,56,-60,47,56,103
London University Championships 2023,2023-03-12,Women's Senior 71Kg,Kay Raftery,66,-40,-40,-40,47,-50,50,0,50,0
London University Championships 2023,2023-03-12,Men's Masters (35-39) 89Kg,Aaron McCall,86.8,75,78,-80,-100,-100,-100,78,0,0
London University Championships 2023,2023-03-12,Men's Senior 96Kg,Stephen Bestman,91.7,-135,-135,-135,-170,170,-181,0,170,0
London University Championships 2023,2023-03-12,Men's Under 23 109+Kg,Dan Broughton,110,-84,84,86,-118,-122,-122,86,0,0
