event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Barton Christmas lift,2024-12-07,Men's Senior 67Kg,Samir Furqan,67,97,102,-105,125,130,-132,102,130,232
Barton Christmas lift,2024-12-07,Men's Junior Under 20 89Kg,Frankie Williams,88.9,100,105,0,120,125,0,105,125,230
Barton Christmas lift,2024-12-07,Men's Senior 102Kg,James Deeney,100,81,83,87,117,120,123,87,123,210
Barton Christmas lift,2024-12-07,Men's Senior 81Kg,Thomas Chiu,80.1,85,-90,-90,105,110,115,85,115,200
Barton Christmas lift,2024-12-07,Men's Junior Under 20 81Kg,Seamus Leonard -Thomas,75.5,82,85,-88,106,110,112,85,112,197
Barton Christmas lift,2024-12-07,Men's Under 23 109+Kg,Cameron  Ball,127.2,80,85,90,100,-105,105,90,105,195
Barton Christmas lift,2024-12-07,Men's Junior Under 20 73Kg,Akhilesh  Bisht ,67.8,70,75,78,100,105,108,78,108,186
Barton Christmas lift,2024-12-07,Men's Senior 81Kg,Bradley Westell,79.55,-81,81,-86,90,96,101,81,101,182
Barton Christmas lift,2024-12-07,Men's Junior Under 20 73Kg,Joshua Panter,69,70,-74,-74,90,95,-100,70,95,165
Barton Christmas lift,2024-12-07,Men's Senior 67Kg,Matthew Jones,67,63,67,-70,75,80,83,67,83,150
Barton Christmas lift,2024-12-07,Men's Youth Under 15 67Kg,Iwan Pemberton,61.3,60,-63,63,81,-85,86,63,86,149
Barton Christmas lift,2024-12-07,Men's Senior 109+Kg,Luis Vargas Crespo,113.45,53,55,-56,65,69,71,55,71,126
Barton Christmas lift,2024-12-07,Women's Youth Under 15 71Kg,Esther Hewitt,70.6,53,56,-58,63,66,69,56,69,125
Barton Christmas lift,2024-12-07,Women's Senior 59Kg,Emily Oulton,58.65,46,49,-52,68,72,75,49,75,124
Barton Christmas lift,2024-12-07,Women's Junior Under 20 76Kg,Megan Williams,76,55,-60,-60,60,-64,67,55,67,122
Barton Christmas lift,2024-12-07,Men's Senior 89Kg,Peter Carberry,85.35,50,53,55,62,64,67,55,67,122
Barton Christmas lift,2024-12-07,Women's Youth Under 12 76+Kg,Izzabelle Deakin,83.35,45,48,50,58,61,64,50,64,114
Barton Christmas lift,2024-12-07,Men's Youth Under 15 61Kg,Marley Thomas,61,46,49,52,50,55,60,52,60,112
Barton Christmas lift,2024-12-07,Women's Youth Under 15 55Kg,Daisey Walker-Jones,52.05,45,48,50,55,58,60,50,60,110
Barton Christmas lift,2024-12-07,Women's Youth Under 15 76Kg,Max Ball,72.25,43,46,49,55,58,61,49,61,110
Barton Christmas lift,2024-12-07,Men's Youth Under 15 55Kg,Charlie Ellis-Perry,50,42,45,48,50,53,56,48,56,104
Barton Christmas lift,2024-12-07,Men's Youth Under 15 61Kg,Max Jones,58.9,45,-48,-50,55,59,-64,45,59,104
Barton Christmas lift,2024-12-07,Women's Senior 49Kg,Qianhui Ou,49,37,39,41,52,56,59,41,59,100
Barton Christmas lift,2024-12-07,Women's Youth Under 15 55Kg,Naomi Burton,50.9,38,41,-45,52,55,-58,41,55,96
Barton Christmas lift,2024-12-07,Men's Youth Under 15 49Kg,Joseph Wanless,42.9,29,31,33,38,40,42,33,42,75
Barton Christmas lift,2024-12-07,Women's Youth Under 12 55Kg,Ava Abed,52.7,26,28,30,36,38,40,30,40,70
Barton Christmas lift,2024-12-07,Women's Youth Under 12 45Kg,Robyn Bland,40.75,25,27,29,35,38,40,29,40,69
Barton Christmas lift,2024-12-07,Women's Youth Under 12 76+Kg,Amara-Lili  Roberts,101.05,25,27,30,33,35,38,30,38,68
Barton Christmas lift,2024-12-07,Women's Youth Under 15 64Kg,Ella Cooney,62,19,21,23,27,31,35,23,35,58
Barton Christmas lift,2024-12-07,Men's Youth Under 10 61Kg,Thomas Brockley,61,18,20,22,25,27,29,22,29,51
Barton Christmas lift,2024-12-07,Women's Youth Under 12 55Kg,Pixie-Beau  Myerscough,54.5,18,20,22,23,26,29,22,29,51
Barton Christmas lift,2024-12-07,Men's Youth Under 12 45Kg,Noah Thomas,39.3,18,20,22,22,25,-28,22,25,47
Barton Christmas lift,2024-12-07,Women's Youth Under 12 45Kg,Evelyn Clouting ,44.05,15,16,17,24,26,27,17,27,44
Barton Christmas lift,2024-12-07,Men's Youth Under 10 40Kg,Henry  Travis ,36.3,15,16,17,21,23,24,17,24,41
Barton Christmas lift,2024-12-07,Women's Youth Under 12 35Kg,Imelda  Forrest,33.9,15,17,18,18,21,23,18,23,41
Barton Christmas lift,2024-12-07,Women's Youth Under 10 35Kg,Eve Forrest,33.05,15,16,17,17,19,21,17,21,38
Barton Christmas lift,2024-12-07,Women's Youth Under 10 40Kg,Tayjah crowe-bethune,39.15,14,15,16,17,19,21,16,21,37
Barton Christmas lift,2024-12-07,Men's Youth Under 10 40Kg,Oliver Jones,29,13,14,15,17,18,19,15,19,34
Barton Christmas lift,2024-12-07,Men's Youth Under 10 55Kg,James Cove,49.9,13,14,15,14,17,19,15,19,34
Barton Christmas lift,2024-12-07,Men's Youth Under 12 45Kg,Joshua Ellison ,39.4,13,14,15,15,17,19,15,19,34
Barton Christmas lift,2024-12-07,Men's Youth Under 10 40Kg,Conor  O’Malley,37.7,10,11,12,10,12,14,12,14,26
Barton Christmas lift,2024-12-07,Women's Youth Under 15 81+Kg,Della Pemberton,104.45,-58,58,61,-70,-70,-70,61,0,0
