event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BWL OPEN SERIES 2 2021,2021-03-15,Men's Senior 109+Kg,Andrew Griffiths,113.6,135,146,150,165,172,180,150,180,330
BWL OPEN SERIES 2 2021,2021-03-15,Men's Senior 96Kg,Ian Docherty,96,125,0,0,155,0,0,125,155,280
BWL OPEN SERIES 2 2021,2021-03-15,Men's Senior 109Kg,Henry Woodason,107.1,115,120,0,130,135,140,120,140,260
BWL OPEN SERIES 2 2021,2021-03-15,Men's Senior 96Kg,Joseph McKale,95.2,111,0,0,132,0,0,111,132,243
BWL OPEN SERIES 2 2021,2021-03-15,Men's Masters (35-39) 89Kg,Darren Hotten,89,95,100,102,125,129,133,102,133,235
BWL OPEN SERIES 2 2021,2021-03-15,Men's Senior 67Kg,James Richardson,65.6,85,90,95,100,105,110,95,110,205
BWL OPEN SERIES 2 2021,2021-03-15,Men's Senior 81Kg,Mark Tallett,77.1,83,86,90,102,107,111,90,111,201
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 81Kg,Nicola Stiddard,79.9,86,90,-92,106,108,0,90,108,198
BWL OPEN SERIES 2 2021,2021-03-15,Men's Masters (40-44) 81Kg,Jason Abraham,80.8,78,81,-88,-105,-108,110,81,110,191
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 64Kg,Caroline Doyle,63.2,80,82,84,95,98,100,84,100,184
BWL OPEN SERIES 2 2021,2021-03-15,Men's Youth Under 15 81Kg,William Bell,74.7,75,80,83,95,100,0,83,100,183
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 59Kg,Hannah Crymble,57.6,80,83,-85,95,98,-101,83,98,181
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 76Kg,Niamh Menary,72.1,69,72,74,82,87,92,74,92,166
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 87+Kg,Rebecca Gilbert,94.9,66,68,70,85,89,92,70,92,162
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 59Kg,Beth Ashbee,58.9,69,71,72,80,82,85,72,85,157
BWL OPEN SERIES 2 2021,2021-03-15,Men's Masters (40-44) 81Kg,Niall Meenan,79.9,60,65,70,85,-90,-91,70,85,155
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 76Kg,Heather Flannery,72.6,66,-68,70,78,80,0,70,80,150
BWL OPEN SERIES 2 2021,2021-03-15,Men's Junior Under 20 61Kg,NATHAN THOMAS,56.1,60,-65,0,74,78,-80,60,78,138
BWL OPEN SERIES 2 2021,2021-03-15,Men's Youth Under 15 67Kg,Connor Kemp,64,53,55,58,70,75,78,58,78,136
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (35-39) 64Kg,Rebecca Cheslett,64,54,-55,55,68,70,72,55,72,127
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (35-39) 55Kg,Dawn Scott,54.1,54,56,59,65,67,-69,59,67,126
BWL OPEN SERIES 2 2021,2021-03-15,Men's Youth Under 17 81Kg,Michael Tuckwell,77.3,53,55,56,-60,63,-66,56,63,119
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (35-39) 71Kg,Amanda Bentinck,64.8,45,47,48,64,65,68,48,68,116
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (40-44) 71Kg,Val Craft,68.9,44,47,50,55,59,62,50,62,112
BWL OPEN SERIES 2 2021,2021-03-15,Women's Youth Under 17 76Kg,Jasmine Kinsman,73.9,45,46,-47,60,-62,64,46,64,110
BWL OPEN SERIES 2 2021,2021-03-15,Women's Youth Under 17 64Kg,Aimee Bulff,63.1,43,45,47,-54,-55,57,47,57,104
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (40-44) 87Kg,Lesley Mathie,86.9,41,44,45,55,-58,-59,45,55,100
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (45-49) 59Kg,Sarah Kavanagh,57.4,40,0,0,50,0,0,40,50,90
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (35-39) 49Kg,Sarah Green,48,31,33,0,46,49,0,33,49,82
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 76Kg,Ava Saunders,75.1,32,34,37,38,-40,43,37,43,80
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (45-49) 64Kg,Vicki Wilson,59.7,30,-32,-35,45,47,-50,30,47,77
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (35-39) 71Kg,Libi Heseltine,70.95,-55,-57,0,-70,73,0,0,73,73
BWL OPEN SERIES 2 2021,2021-03-15,Women's Youth Under 15 59Kg,frances fox,56.3,30,31,0,30,0,0,31,30,61
BWL OPEN SERIES 2 2021,2021-03-15,Women's Masters (40-44) 64Kg,Silvia Szabo,62.7,58,-60,-60,-79,-82,-82,58,0,58
BWL OPEN SERIES 2 2021,2021-03-15,Women's Senior 81Kg,Emily Grant,80.3,-55,0,0,-70,-75,0,0,0,0
