event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 109+Kg,Lewis Povey,119.5,108,-114,-118,154,160,-165,108,160,268
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 102Kg,James Newman,97.4,114,118,-121,142,146,-149,118,146,264
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 89Kg,Conor Lynch,89,114,118,-122,138,142,-145,118,142,260
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 81Kg,Benjamin Chan,79.1,103,-108,108,130,135,138,108,138,246
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 89Kg,Christopher Craig,85.9,93,98,105,130,135,140,105,140,245
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (35-39) 109+Kg,Tom Milner,114.9,95,99,103,135,-140,-142,103,135,238
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 102Kg,James Haskins,99.9,86,91,-97,125,-131,131,91,131,222
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 87Kg,Sarah Wiltshire,85.1,88,91,-94,-110,110,115,91,115,206
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 109+Kg,Kamil Dabrowski,115,87,91,-95,107,109,111,91,111,202
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 64Kg,Jess Gordon Brown,60.3,83,86,89,105,108,111,89,111,200
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 102Kg,Charle Catt,97,80,-85,-85,-107,107,111,80,111,191
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 64Kg,Chloe Blackmur,61.9,75,78,-81,98,102,105,78,105,183
Crazy Strength Spring Open 2025,2025-03-22,Men's Under 23 81Kg,Elliott Brown,79.5,70,-73,73,100,-103,105,73,105,178
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (35-39) 102Kg,Matthew Dugard,100.3,68,72,75,98,103,-106,75,103,178
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 64Kg,Megan Webley,62.9,-71,71,73,92,95,98,73,98,171
Crazy Strength Spring Open 2025,2025-03-22,Men's Junior Under 20 61Kg,Arthur Burnham,61,68,70,72,90,93,95,72,95,167
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 81Kg,Eden Jeffery,80.2,65,68,71,-85,85,90,71,90,161
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (50-54) 102Kg,Kostas Papadopoulos,99.6,66,69,72,84,88,-90,72,88,160
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 109+Kg,RHYCE BELL,112.8,68,71,-74,80,84,86,71,86,157
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (40-44) 76Kg,Holly Cooney,74.9,62,64,66,82,85,88,66,88,154
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 76Kg,Kaylee Macdonald,73.6,65,69,-71,80,-83,83,69,83,152
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 73Kg,Daniel Doody,70.9,64,67,-71,80,84,-87,67,84,151
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (40-44) 96Kg,Carlos Calisto,89.2,-63,63,66,75,80,85,66,85,151
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (35-39) 64Kg,Bianca Tenga,62.3,65,-68,-69,81,85,-90,65,85,150
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 71Kg,Katy Gant,71,62,65,68,80,82,-84,68,82,150
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 87+Kg,Beth Calder,114.9,60,65,-70,78,82,85,65,85,150
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (40-44) 87Kg,Emily Brotherhood ,85,58,62,-66,79,83,-87,62,83,145
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 87Kg,Katy Storey,84.3,55,58,61,77,81,-85,61,81,142
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (60-64) 81Kg,Robert Grew,78.8,53,-58,58,78,81,83,58,83,141
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (45-49) 89Kg,Lennin Arriola,88,54,56,59,-80,-82,82,59,82,141
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 87Kg,Rebecca Palmer,81.4,54,57,60,68,72,76,60,76,136
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 64Kg,Alice Briggs,64,-50,52,56,68,72,75,56,75,131
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (50-54) 81Kg,Karl Dyderski,76.7,54,57,-61,73,-77,-78,57,73,130
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 64Kg,Zoe Jones,62,50,54,58,62,66,70,58,70,128
Crazy Strength Spring Open 2025,2025-03-22,Women's Under 23 71Kg,Caitlin Robb,70.2,50,53,-58,70,75,-80,53,75,128
Crazy Strength Spring Open 2025,2025-03-22,Women's Junior Under 20 71Kg,Izzy Jephson,67.9,52,55,57,65,70,-71,57,70,127
Crazy Strength Spring Open 2025,2025-03-22,Women's Under 23 64Kg,Eran Whyte,63.9,53,55,57,62,64,-66,57,64,121
Crazy Strength Spring Open 2025,2025-03-22,Men's Masters (55-59) 81Kg,Brian Sanders,80.5,45,48,51,66,-69,69,51,69,120
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 59Kg,Veronica Whelpley,55.4,46,-49,49,62,-65,65,49,65,114
Crazy Strength Spring Open 2025,2025-03-22,Women's Under 23 71Kg,Tamzin Hampton,70,40,43,47,60,64,-68,47,64,111
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 87Kg,Lauren Goddard,86.3,47,-51,51,55,-55,60,51,60,111
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (35-39) 81Kg,Drew Healt,80,44,46,48,-55,58,60,48,60,108
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (35-39) 64Kg,Lucia Sarmiento,62.3,38,-41,41,52,55,57,41,57,98
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (35-39) 59Kg,Philippa  Fox,56.7,38,41,-45,-56,56,-60,41,56,97
Crazy Strength Spring Open 2025,2025-03-22,Women's Senior 59Kg,Nazat Fahmi,59,32,34,-36,40,43,46,34,46,80
Crazy Strength Spring Open 2025,2025-03-22,Women's Youth Under 17 49Kg,Camille Le Tanter,48.6,30,33,35,42,44,-46,35,44,79
Crazy Strength Spring Open 2025,2025-03-22,Women's Masters (60-64) 64Kg,Rachel Diserens,63.1,33,34,35,42,-44,44,35,44,79
Crazy Strength Spring Open 2025,2025-03-22,Men's Senior 81Kg,Timothy Leong,79.7,90,-95,95,-117,-117,-118,95,0,0
