event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Guildford Weightlifting Winter Open,2023-11-12,Men's Senior 96Kg,oliver fernihough,95.4,100,106,-111,127,135,-140,106,135,241
Guildford Weightlifting Winter Open,2023-11-12,Men's Masters (35-39) 109+Kg,Chris Scott,114,85,90,-95,100,-110,-110,90,100,190
Guildford Weightlifting Winter Open,2023-11-12,Men's Junior Under 20 89Kg,Luke Griggs,88.3,-75,75,78,95,-100,105,78,105,183
Guildford Weightlifting Winter Open,2023-11-12,Men's Masters (45-49) 89Kg,Rajesh Naik,83.6,64,-68,68,85,88,-90,68,88,156
Guildford Weightlifting Winter Open,2023-11-12,Women's Masters (35-39) 81Kg,Rebecca Pykett,78,47,50,-55,60,65,73,50,73,123
Guildford Weightlifting Winter Open,2023-11-12,Women's Under 23 55Kg,Poppy Armstrong,54.4,44,46,49,57,59,61,49,61,110
Guildford Weightlifting Winter Open,2023-11-12,Men's Masters (55-59) 96Kg,Robert smith,95.7,48,50,-55,60,-63,-65,50,60,110
Guildford Weightlifting Winter Open,2023-11-12,Women's Junior Under 20 64Kg,Issie Parry,59.7,37,39,41,-50,52,56,41,56,97
Guildford Weightlifting Winter Open,2023-11-12,Women's Masters (40-44) 87+Kg,Alyson Smith,155.4,37,39,42,-45,49,54,42,54,96
Guildford Weightlifting Winter Open,2023-11-12,Women's Junior Under 20 64Kg,Abigail Bascal Kelly,63.8,36,-39,-40,-52,52,-56,36,52,88
Guildford Weightlifting Winter Open,2023-11-12,Women's Youth Under 17 49Kg,Isabelle Hughes,47.4,28,30,32,38,40,42,32,42,74
