event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Oxford Powersports Autumn Open,2023-09-30,Men's Senior 96Kg,Christopher Ward,92.2,105,110,113,132,138,141,113,141,254
Oxford Powersports Autumn Open,2023-09-30,Men's Senior 81Kg,Sam Harper,80.9,108,112,-118,132,136,140,112,140,252
Oxford Powersports Autumn Open,2023-09-30,Men's Senior 81Kg,Ramy Alesi Slama,79,-90,91,-95,118,125,-128,91,125,216
Oxford Powersports Autumn Open,2023-09-30,Men's Senior 96Kg,Vincent Linden,89.9,90,93,95,110,114,118,95,118,213
Oxford Powersports Autumn Open,2023-09-30,Men's Masters (45-49) 89Kg,Anthony Weedon,85.9,78,82,86,100,105,-110,86,105,191
Oxford Powersports Autumn Open,2023-09-30,Women's Youth Under 17 81+Kg,Lottie Absolom,84,78,82,-85,87,90,93,82,93,175
Oxford Powersports Autumn Open,2023-09-30,Men's Masters (45-49) 96Kg,Matthew Bell,93.4,60,70,80,81,95,-100,80,95,175
Oxford Powersports Autumn Open,2023-09-30,Men's Senior 81Kg,Elliot Pitts,80.7,70,73,-78,85,90,97,73,97,170
Oxford Powersports Autumn Open,2023-09-30,Men's Masters (50-54) 81Kg,James Marshall,78.7,60,63,65,78,82,85,65,85,150
Oxford Powersports Autumn Open,2023-09-30,Men's Masters (50-54) 89Kg,Andrew Freeman,84.6,55,58,61,80,84,88,61,88,149
Oxford Powersports Autumn Open,2023-09-30,Women's Senior 71Kg,Abbie Whiddett,69.3,-60,60,-63,80,85,-90,60,85,145
Oxford Powersports Autumn Open,2023-09-30,Women's Senior 76Kg,Erin Cook,73.7,58,62,65,70,75,-80,65,75,140
Oxford Powersports Autumn Open,2023-09-30,Men's Youth Under 15 73Kg,Adam Asplundh,67.3,55,58,61,75,-78,-78,61,75,136
Oxford Powersports Autumn Open,2023-09-30,Women's Youth Under 17 64Kg,Isla Travers,64,-58,58,-61,70,73,75,58,75,133
Oxford Powersports Autumn Open,2023-09-30,Women's Senior 71Kg,Cesca Baguley,70.3,50,55,60,60,67,-74,60,67,127
Oxford Powersports Autumn Open,2023-09-30,Men's Youth Under 17 55Kg,Arthur Burnham,52.7,52,54,55,63,66,68,55,68,123
Oxford Powersports Autumn Open,2023-09-30,Women's Senior 71Kg,Ashleigh Denton,71,48,51,54,63,66,-69,54,66,120
Oxford Powersports Autumn Open,2023-09-30,Men's Senior 89Kg,Daniel Fitzroy-Ezzy,86.3,44,48,52,50,54,56,52,56,108
Oxford Powersports Autumn Open,2023-09-30,Women's Senior 76Kg,Racheal Hillier Williams,71.8,27,30,33,48,52,54,33,54,87
Oxford Powersports Autumn Open,2023-09-30,Women's Youth Under 17 59Kg,Maria Norman,55.8,30,33,35,37,42,-46,35,42,77
Oxford Powersports Autumn Open,2023-09-30,Women's Youth Under 15 59Kg,Neve Greene,55.9,20,22,-24,26,28,30,22,30,52
Oxford Powersports Autumn Open,2023-09-30,Women's Masters (35-39) 71Kg,Allie Absolom,66.8,32,34,36,-47,-47,-47,36,0,0
