event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
CWL Winter Open '25,2025-11-22,Men's Senior 88Kg,Dave Wooding,84.95,90,94,100,113,118,120,100,120,220
CWL Winter Open '25,2025-11-22,Men's Youth Under 17 71Kg,Gyllis Devonshire,68.25,80,-83,83,100,105,108,83,108,191
CWL Winter Open '25,2025-11-22,Men's Masters (40-44) +110Kg,David Wall,116.45,75,-79,-79,100,105,109,75,109,184
CWL Winter Open '25,2025-11-22,Women's Senior 63Kg,Stevie Kuch,60.95,60,63,65,75,78,81,65,81,146
CWL Winter Open '25,2025-11-22,Men's Youth Under 15 65Kg,James Kennaway,64.25,54,57,61,69,73,76,61,76,137
CWL Winter Open '25,2025-11-22,Women's Junior Under 20 +86Kg,Erin Stoker,105.4,45,48,-51,55,60,63,48,63,111
CWL Winter Open '25,2025-11-22,Women's Youth Under 15 53Kg,Abigail Burt,52.65,46,49,51,55,58,-60,51,58,109
CWL Winter Open '25,2025-11-22,Women's Masters (40-44) 63Kg,Melanie Mihill,62.85,47,-49,-49,59,-61,61,47,61,108
CWL Winter Open '25,2025-11-22,Women's Masters (50-54) 77Kg,Melanie Redford,76.05,42,45,47,53,56,60,47,60,107
CWL Winter Open '25,2025-11-22,Women's Masters (50-54) 63Kg,Louise Terry,62.6,43,46,-48,58,60,-62,46,60,106
CWL Winter Open '25,2025-11-22,Women's Senior 86Kg,Danielle Chegwidden,79.3,42,45,-47,52,56,60,45,60,105
CWL Winter Open '25,2025-11-22,Women's Under 23 53Kg,Jess York,50.05,32,35,37,46,48,50,37,50,87
CWL Winter Open '25,2025-11-22,Women's Senior 58Kg,Ceejai Marsh,57.95,28,32,35,40,-43,44,35,44,79
CWL Winter Open '25,2025-11-22,Women's Youth Under 17 63Kg,Annalese Massey,62.45,25,28,30,35,38,41,30,41,71
CWL Winter Open '25,2025-11-22,Women's Masters (55-59) 53Kg,Jane Fox,51.3,25,0,0,45,0,0,25,45,70
