event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 89Kg,Benny Slater,87.2,-120,120,125,140,-145,145,125,145,270
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 81Kg,Samuel Heenan,80.6,103,107,111,128,132,-136,111,132,243
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 96Kg,Toby Leeds,94.6,108,-111,115,120,125,-130,115,125,240
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 109+Kg,Kevin Bunter,132.9,90,96,-100,125,131,140,96,140,236
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Masters (35-39) 96Kg,James Walker,93,94,98,102,120,125,-130,102,125,227
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 102Kg,Adam Brigham,97.8,92,97,103,-110,-110,110,103,110,213
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 89Kg,Sam Logan,88.9,88,91,-95,-110,113,-120,91,113,204
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Masters (40-44) 89Kg,Brett Doughty,88.9,75,80,85,110,115,-120,85,115,200
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Masters (35-39) 81Kg,Christian Glinister,77.7,83,-87,87,104,-107,107,87,107,194
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Masters (45-49) 89Kg,Gavin Payne,84.3,-80,80,85,-95,95,100,85,100,185
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Junior Under 20 61Kg,NATHAN THOMAS,58.2,72,-75,-75,90,95,-100,72,95,167
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 96Kg,Tom Bloor,93.7,68,71,76,80,86,91,76,91,167
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Senior 89Kg,Amarvir Singh-Bal,84.1,70,-73,-73,-92,-92,92,70,92,162
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Women's Junior Under 20 76Kg,Chloe Ramage,73.9,-60,63,65,75,80,-83,65,80,145
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Women's Masters (35-39) 59Kg,Olga Semenko,58.5,62,65,-68,77,79,0,65,79,144
**Sold OUT** Ore Weightlifting Autumn Open 23,2023-10-01,Men's Masters (45-49) 89Kg,Kevin Hardy,85.3,58,60,-63,78,84,-88,60,84,144
