event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 96Kg,jason stephenson,95.06,117,121,-125,140,-145,145,121,145,266
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 89Kg,John Pritchard,87.5,-105,105,-115,130,140,145,105,145,250
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 109+Kg,iain Couling,128,110,115,-120,130,-140,0,115,130,245
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 102Kg,Gareth Owen,98.5,-100,-100,100,137,137,141,100,141,241
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 89Kg,Scott Appleby,83.8,93,100,103,115,120,-125,103,120,223
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 109Kg,Mark Robinson,108,95,100,105,110,-115,117,105,117,222
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 89Kg,Christopher Hooper,87.7,90,96,-101,115,120,125,96,125,221
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 102Kg,Nigel Bluff,101,95,100,-101,-110,110,115,100,115,215
BWL British Masters Championships 2019,2019-06-07,Men's Masters (45-49) 109+Kg,David English,138.1,75,85,90,-110,112,125,90,125,215
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 81Kg,Craig Edwards,80.8,-88,88,-92,125,125,126,88,126,214
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 81Kg,Jamie Mabrouk,80.7,86,91,-93,122,122,-126,91,122,213
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 96Kg,Philip Oxford,93.8,85,88,-90,102,108,112,88,112,200
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 96Kg,Janis Bajars,93.3,78,82,87,102,-108,112,87,112,199
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 81Kg,Jared Williams,80.3,-80,80,89,110,110,-115,89,110,199
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 102Kg,Richard Wallace,100.03,80,84,88,105,-110,110,88,110,198
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 89Kg,Mark Bass,86.9,82,86,-89,107,112,-116,86,112,198
BWL British Masters Championships 2019,2019-06-07,Men's Masters (55-59) 89Kg,Brynley Jones,88.1,80,83,87,108,111,-114,87,111,198
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 102Kg,Iheke Ndukwe,100.08,80,-85,-88,-110,-115,115,80,115,195
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 102Kg,Paul McCabe-North,98.02,77,-81,83,100,105,111,83,111,194
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 81Kg,Michal Czerep,76.7,81,86,-91,101,105,108,86,108,194
BWL British Masters Championships 2019,2019-06-08,Men's Masters (35-39) 89Kg,Ryan Scapinello,84.3,81,87,-90,101,106,-112,87,106,193
BWL British Masters Championships 2019,2019-06-08,Men's Masters (40-44) 73Kg,Andrew Kearton,69.4,-85,85,-88,100,-105,105,85,105,190
