event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Guildford Weightlifting May Open,2024-05-05,Men's Masters (35-39) 109Kg,Tom Milner,104.3,100,-107,110,145,153,160,110,160,270
Guildford Weightlifting May Open,2024-05-05,Men's Masters (35-39) 109+Kg,Chris Scott,119.2,97,103,107,110,120,-125,107,120,227
Guildford Weightlifting May Open,2024-05-05,Men's Masters (35-39) 109+Kg,Mindaugas Verdingovas,118.8,85,-90,-90,105,111,116,85,116,201
Guildford Weightlifting May Open,2024-05-05,Men's Masters (35-39) 73Kg,James Mcgregor,71.4,80,85,-88,100,105,110,85,110,195
Guildford Weightlifting May Open,2024-05-05,Men's Masters (45-49) 81Kg,Brett Hopcroft,76.5,68,72,-75,95,100,105,72,105,177
Guildford Weightlifting May Open,2024-05-05,Women's Senior 76Kg,Diani Hall,74.8,69,72,-75,94,98,-100,72,98,170
Guildford Weightlifting May Open,2024-05-05,Women's Senior 59Kg,Isabel Deacon,58.6,68,71,74,89,91,93,74,93,167
Guildford Weightlifting May Open,2024-05-05,Men's Senior 89Kg,Luke Verdin,88.8,68,71,74,83,87,91,74,91,165
Guildford Weightlifting May Open,2024-05-05,Men's Masters (50-54) 109Kg,Peter Watson,107.4,60,65,-70,80,85,90,65,90,155
Guildford Weightlifting May Open,2024-05-05,Women's Senior 55Kg,Kate Rattley,54.6,55,58,-61,-77,77,81,58,81,139
Guildford Weightlifting May Open,2024-05-05,Men's Masters (50-54) 96Kg,Andrew Monaghan,96,45,50,55,60,65,77,55,77,132
Guildford Weightlifting May Open,2024-05-05,Women's Masters (35-39) 76Kg,Holly Parry,74.6,52,54,56,67,69,-71,56,69,125
Guildford Weightlifting May Open,2024-05-05,Women's Masters (35-39) 71Kg,Amanda Bentinck,69.5,45,48,50,57,60,64,50,64,114
Guildford Weightlifting May Open,2024-05-05,Women's Under 23 59Kg,Issie Parry,58.4,-40,40,-43,-58,59,-61,40,59,99
Guildford Weightlifting May Open,2024-05-05,Women's Masters (35-39) 87Kg,Lucy Halpin,86.9,37,40,-42,42,44,47,40,47,87
