event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Nixon Rowell Memorial Cup,2025-05-24,Men's Senior 88Kg,Matthew Anderson,85.5,100,-105,105,120,125,130,105,130,235
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 79Kg,alexander coyle,78,70,73,75,96,-100,-100,75,96,171
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 17 79Kg,Charlie Van Loon,73,-67,67,70,85,-90,90,70,90,160
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 17 +98Kg,Mason Bailey,114,65,70,-75,80,85,-90,70,85,155
Nixon Rowell Memorial Cup,2025-05-24,Men's Senior 88Kg,Ed Wallace,80.6,60,65,-70,80,-85,-87,65,80,145
Nixon Rowell Memorial Cup,2025-05-24,Men's Senior 60Kg,Oliver Hales,60,60,-63,-63,75,-78,78,60,78,138
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 +88Kg,Archie Green,170,55,-60,-62,70,75,80,55,80,135
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 +88Kg,Ben Peggie,102,55,60,-64,65,-68,68,60,68,128
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 56Kg,Charlie Conlin,54,45,50,55,60,64,67,55,67,122
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 +88Kg,Janiyar Foroozadeh,111,50,55,-58,58,63,-67,55,63,118
Nixon Rowell Memorial Cup,2025-05-24,Women's Senior +86Kg,Nicole Adams-Quackenbush ,109.5,45,47,50,60,63,66,50,66,116
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 15 +69Kg,Isobelle Webster,70.4,-49,52,-55,60,-65,-65,52,60,112
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 15 +69Kg,Emily Maw,93.1,43,45,-48,58,62,65,45,65,110
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 15 +69Kg,Ellie-leigh Johnson,73.8,40,-45,-45,55,-58,60,40,60,100
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 15 +69Kg,Olivia Butler,76.5,-43,-43,43,50,53,55,43,55,98
Nixon Rowell Memorial Cup,2025-05-24,Women's Senior 58Kg,Jennifer Roberts,54.3,40,43,-46,50,-54,-54,43,50,93
Nixon Rowell Memorial Cup,2025-05-24,Women's Senior 86Kg,Xena Marshall,84.7,37,39,41,48,50,-52,41,50,91
Nixon Rowell Memorial Cup,2025-05-24,Boy's Development Under 12 +79Kg,Leon Moradi,91.6,30,35,38,40,45,50,38,50,88
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 +88Kg,James Newton,95,33,35,37,40,45,48,37,48,85
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 15 58Kg,Lotta  Lavery,56.5,32,-34,-34,40,44,-48,32,44,76
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 88Kg,Jacob Mcdonald,81,28,30,31,40,43,-45,31,43,74
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 17 69Kg,Angela Rose,66.4,28,31,-34,36,38,-40,31,38,69
Nixon Rowell Memorial Cup,2025-05-24,Boy's Development Under 12 65Kg,Alfie Green,64.5,22,-25,25,33,35,37,25,37,62
Nixon Rowell Memorial Cup,2025-05-24,Women's Youth Under 15 69Kg,Daisy Fraser,65.7,20,22,-25,20,22,24,22,24,46
Nixon Rowell Memorial Cup,2025-05-24,Girl's Development Under 10 44Kg,Alice  Watson,43.6,8,10,13,17,20,-22,13,20,33
Nixon Rowell Memorial Cup,2025-05-24,Girl's Development Under 10 30Kg,Neve Clowes,24.7,10,11,13,15,17,19,13,19,32
Nixon Rowell Memorial Cup,2025-05-24,Boy's Development Under 12 71Kg,Tommy-Lee Duggan,70.7,13,14,15,15,16,17,15,17,32
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 71Kg,Isaac Moss,70,10,11,12,15,18,20,12,20,32
Nixon Rowell Memorial Cup,2025-05-24,Boy's Development Under 10 56Kg,Quin Desmond,56,10,11,12,-10,10,11,12,11,23
Nixon Rowell Memorial Cup,2025-05-24,Boy's Development Under 10 40Kg,Cole Clowes,22.7,7,8,9,8,10,13,9,13,22
Nixon Rowell Memorial Cup,2025-05-24,Boy's Development Under 10 56Kg,Louie Middleton,51.6,7,8,10,8,9,10,10,10,20
Nixon Rowell Memorial Cup,2025-05-24,Men's Youth Under 15 71Kg,Rowen Lowery,67,-59,-59,-59,0,0,0,0,0,0
