event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NI Championships 2024,2024-11-23,Men's Senior 81Kg,James Knox,78.9,-118,-118,118,144,148,-151,118,148,266
NI Championships 2024,2024-11-23,Men's Senior 89Kg,David Knowles,88.57,108,113,-117,-134,134,140,113,140,253
NI Championships 2024,2024-11-23,Men's Senior 102Kg,Matthew McKee,96.57,100,105,110,132,138,142,110,142,252
NI Championships 2024,2024-11-23,Men's Senior 89Kg,Alexander Mitchell,88.27,107,112,116,130,135,-140,116,135,251
NI Championships 2024,2024-11-23,Men's Senior 102Kg,Caomhan Daykin,101.72,100,104,108,135,141,-145,108,141,249
NI Championships 2024,2024-11-23,Men's Senior 89Kg,Stephen Beasant,88.08,97,103,-108,-125,125,-136,103,125,228
NI Championships 2024,2024-11-23,Men's Senior 102Kg,David Ryan,100.56,94,98,-101,125,130,-133,98,130,228
NI Championships 2024,2024-11-23,Men's Senior 81Kg,Liam McGuinness,79.96,94,97,100,118,-122,125,100,125,225
NI Championships 2024,2024-11-23,Men's Senior 89Kg,Ryan Love,84.2,100,104,-108,110,115,118,104,118,222
NI Championships 2024,2024-11-23,Men's Senior 61Kg,Harrison Mcgrogan,60.85,-96,96,-102,-125,125,-133,96,125,221
NI Championships 2024,2024-11-23,Men's Senior 96Kg,Joshua Firth,92.28,95,100,-105,120,-125,-125,100,120,220
NI Championships 2024,2024-11-23,Men's Senior 73Kg,Stuart Shilliday,71.83,-95,-95,95,115,120,-123,95,120,215
NI Championships 2024,2024-11-23,Men's Senior 81Kg,Matthew Crofts,80.28,85,90,95,110,116,-121,95,116,211
NI Championships 2024,2024-11-23,Men's Senior 96Kg,Ryan O’Neill,94.3,85,88,90,120,-123,-125,90,120,210
NI Championships 2024,2024-11-23,Men's Senior 109+Kg,Brendan Boyle,124.85,75,78,82,120,123,-126,82,123,205
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Lucy McGonigle,66.4,79,83,86,102,106,110,86,110,196
NI Championships 2024,2024-11-23,Women's Senior 64Kg,Hannah Crymble,63.5,80,82,84,96,99,102,84,102,186
NI Championships 2024,2024-11-23,Women's Senior 76Kg,Kaitlin Saunders,73.31,76,80,83,95,100,-102,83,100,183
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Caroline Doyle,67.1,75,78,82,93,98,-103,82,98,180
NI Championships 2024,2024-11-23,Men's Senior 67Kg,Eoin Mullan,65.74,75,80,-84,92,97,-100,80,97,177
NI Championships 2024,2024-11-23,Women's Senior 64Kg,Rachel Monaghan,62.74,71,74,76,94,98,-101,76,98,174
NI Championships 2024,2024-11-23,Women's Senior 76Kg,Rebekah Thompson,75.56,65,70,-73,87,-91,91,70,91,161
NI Championships 2024,2024-11-23,Women's Senior 81Kg,Ashleigh Black,79.23,-65,65,68,80,84,-87,68,84,152
NI Championships 2024,2024-11-23,Women's Senior 64Kg,Megan Stevenson,62.3,60,64,-68,80,83,86,64,86,150
NI Championships 2024,2024-11-23,Women's Senior 64Kg,Sheldy Fleming,62.41,63,66,-69,80,83,-86,66,83,149
NI Championships 2024,2024-11-23,Women's Senior 55Kg,Olivia Bloodworth,54.44,65,68,-70,78,-82,-82,68,78,146
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Molly Canning,68.78,62,65,-68,-79,79,81,65,81,146
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Erin Millar,67.95,58,61,-64,70,73,75,61,75,136
NI Championships 2024,2024-11-23,Women's Senior 76Kg,Rebecca King,74.19,57,59,61,70,73,-76,61,73,134
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Georgia Baxter,66.82,52,54,56,70,-73,75,56,75,131
NI Championships 2024,2024-11-23,Women's Senior 59Kg,Megan McCabe,58.52,52,54,56,66,68,70,56,70,126
NI Championships 2024,2024-11-23,Women's Senior 59Kg,Chloe Fleming,57.96,50,-53,54,63,66,70,54,70,124
NI Championships 2024,2024-11-23,Women's Senior 59Kg,Alex Thom,57.29,50,53,-56,66,-68,70,53,70,123
NI Championships 2024,2024-11-23,Women's Senior 64Kg,Megan Teague,62.44,50,-54,-55,69,73,-76,50,73,123
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Abigail Moore,67.97,54,57,-61,63,-66,66,57,66,123
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Molly Morgan ,70.81,49,51,-54,60,63,67,51,67,118
NI Championships 2024,2024-11-23,Women's Senior 71Kg,Claire Ryder,67.93,50,53,-55,-60,60,-63,53,60,113
NI Championships 2024,2024-11-23,Women's Senior 55Kg,Paula Coyle,53.56,47,49,51,57,-59,60,51,60,111
NI Championships 2024,2024-11-23,Men's Senior 89Kg,Jon Crawford,84.77,-93,-93,-95,120,125,130,0,130,0
