event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,U15 Women 55,ROMAN Jade,51.9,36.0,-39.0,-39.0,45.0,-47.0,-47.0,36.0,45.0,81.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 45,PRIMEL Laetitia,43.7,37.0,40.0,-42.0,50.0,53.0,-55.0,40.0,53.0,93.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 55,GARCIA Clemence,53.6,35.0,38.0,40.0,45.0,48.0,50.0,40.0,50.0,90.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 55,ROBERT Manon,55.0,33.0,36.0,-40.0,43.0,-48.0,-49.0,36.0,43.0,79.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 59,ROBERT Juliette,57.7,43.0,47.0,50.0,53.0,57.0,60.0,50.0,60.0,110.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 59,MAILLET Natacha,58.5,35.0,38.0,42.0,45.0,50.0,-55.0,42.0,50.0,92.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 59,TARDY Lou-anne,56.7,-60.0,-60.0,-60.0,60.0,-80.0,-88.0,-60.0,60.0,0.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 64,PEREZ Morgan,62.6,60.0,63.0,65.0,80.0,83.0,85.0,65.0,85.0,150.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 64,ROUX Anais,60.5,55.0,58.0,60.0,70.0,75.0,78.0,60.0,78.0,138.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 64,MAROUI Salma,60.5,48.0,51.0,53.0,-73.0,73.0,-80.0,53.0,73.0,126.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 64,D ABOVILLE Margaux,61.8,48.0,-51.0,-53.0,65.0,-70.0,-70.0,48.0,65.0,113.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 64,RIEU Charlotte,60.0,42.0,-44.0,-45.0,60.0,-62.0,62.0,42.0,62.0,104.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 71,GERACI Dorothee,70.0,40.0,43.0,46.0,52.0,55.0,-60.0,46.0,55.0,101.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 76,CHASSIGNOLE Cassandre,72.5,62.0,66.0,70.0,82.0,85.0,90.0,70.0,90.0,160.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 76,RIBOULOT Aurore,75.0,42.0,45.0,47.0,55.0,-60.0,-60.0,47.0,55.0,102.0
AURA - autre - Sainte consorce - TOURNOI ELITE BARBELL,2023-07-02,SEN Women 81,TORRES Mégane,77.4,35.0,40.0,44.0,45.0,50.0,-55.0,44.0,50.0,94.0
