event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Men 40,GRANGER Lucas,38.32,28.0,29.0,31.0,41.0,43.0,45.0,31.0,45.0,148.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Men 40,LAPIERRE Louis,37.41,18.0,20.0,-21.0,23.0,25.0,26.0,20.0,26.0,89.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Men 45,BONAMY JAHIER Noa,40.92,26.0,28.0,30.0,33.0,-35.0,35.0,30.0,35.0,126.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Men 49,HAMARD Jules,46.28,16.0,-18.0,18.0,21.0,23.0,24.0,18.0,24.0,81.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Men 67,LEMOINE Nathan,65.2,26.0,28.0,30.0,31.0,33.0,35.0,30.0,35.0,126.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Women 45,VILFEU Inaia,43.74,15.0,16.0,17.0,20.0,21.0,22.0,17.0,22.0,76.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Women 45,FERRAND COGNON Lyna,42.36,26.0,28.0,30.0,-31.0,-0.0,-0.0,30.0,-0.0,0.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Women 49,ROGUET Lylou,47.68,20.0,22.0,-23.0,27.0,29.0,-31.0,22.0,29.0,98.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Women 55,GEORGES Lylou,49.58,18.0,20.0,21.0,27.0,29.0,-31.0,21.0,29.0,97.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Women 55,LECHAT Apoline,49.91,15.0,16.0,17.0,20.0,21.0,22.0,17.0,22.0,76.0
PDL - Critérium National - Laval - U13  Pl1,2022-12-03,U13 Women >71,GLASSIER Barbara,95.48,31.0,33.0,35.0,41.0,43.0,45.0,35.0,45.0,156.0
