event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
NAQ - Figeac - France élite,2022-06-11,U15 Women 45,KOCHETOVA Margot,42.6,51.0,53.0,55.0,61.0,63.0,65.0,55.0,65.0,120.0
NAQ - Figeac - France élite,2022-06-11,U15 Women 55,PLANCQUE Molly,55.0,36.0,40.0,-43.0,50.0,54.0,56.0,40.0,56.0,96.0
NAQ - Figeac - France élite,2022-06-11,U17 Women 55,KOUCHENSKY Darya,52.6,48.0,50.0,-52.0,-59.0,59.0,61.0,50.0,61.0,111.0
NAQ - Figeac - France élite,2022-06-11,U17 Women 59,DEROULEDE Lili-gabrielle,57.3,-70.0,73.0,75.0,85.0,-88.0,88.0,75.0,88.0,163.0
NAQ - Figeac - France élite,2022-06-11,U20 Women 59,LOZANO Zoe,57.8,-52.0,52.0,-55.0,-65.0,65.0,-70.0,52.0,65.0,117.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 49,MOCAER LORGERE Nolwenn,48.0,55.0,-58.0,58.0,74.0,77.0,-79.0,58.0,77.0,135.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 49,BIENVENU Aimée,48.6,55.0,57.0,-59.0,73.0,76.0,-78.0,57.0,76.0,133.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 49,TOUCHARD Maeva,47.7,58.0,-60.0,60.0,67.0,70.0,-73.0,60.0,70.0,130.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 55,JOUNIAUX Camille,55.0,70.0,73.0,-75.0,88.0,-89.0,-92.0,73.0,88.0,161.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 55,GANET Segolène,54.3,61.0,-63.0,-63.0,74.0,-77.0,-77.0,61.0,74.0,135.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 59,DUMONT Emilie,58.3,63.0,68.0,-70.0,73.0,78.0,-82.0,68.0,78.0,146.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 59,DOMERGUE Cecile,57.3,61.0,-64.0,-64.0,78.0,-81.0,-81.0,61.0,78.0,139.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 59,DUROT Virginie,58.5,69.0,71.0,73.0,-85.0,-85.0,-86.0,73.0,0.0,0.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 71,FAUVEL Laurène,64.8,86.0,-90.0,-90.0,-104.0,104.0,-116.0,86.0,104.0,190.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 71,LANCRY Anais,69.2,70.0,75.0,80.0,-95.0,95.0,-100.0,80.0,95.0,175.0
NAQ - Figeac - France élite,2022-06-11,SEN Women 76,ANDRIVET Morgane,74.3,-81.0,-82.0,83.0,91.0,95.0,-98.0,83.0,95.0,178.0
