event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Emily Scott,47.95,53,57,-60,72,-75,-75,57,72,129,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Courtney Chong,46.65,30,33,-36,41,44,-46,33,44,77,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Seen Lee,57.15,74,78,-81,94,-98,-98,78,94,172,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Holli Lawler,61.85,45,50,53,56,59,-62,53,59,112,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Elisha Huke,62.00,-36,36,39,56,59,-62,39,59,98,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Alexandra Martin,61.65,35,38,40,40,43,45,40,45,85,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Erin Gubatanga,68.95,-56,56,59,69,72,74,59,74,133,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Catriona Veitch,65.80,28,32,-35,34,37,39,32,39,71,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Nicky Cummins,69.55,55,58,61,68,-71,71,61,71,132,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Cassandra Ivone,69.65,33,36,38,40,45,-48,38,45,83,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Jessikah Tidd,74.00,17,18,19,20,22,24,19,24,43,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Denese Billings,41.80,25,27,29,31,35,38,29,38,67,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Melissa Spain,54.70,21,25,28,35,38,-41,28,38,66,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Bernadette Kinnane,55.10,34,-36,-36,45,-47,-47,34,45,79,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Leesa Billings,63.45,-45,45,-52,60,65,-70,45,65,110,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Evelyn Bolanis,62.45,35,-39,39,-55,-55,55,39,55,94,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Leesa Langley,61.84,27,30,32,35,40,45,32,45,77,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Kylie Rogers,66.90,33,36,40,50,55,-58,40,55,95,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Elaine Janes,65.65,21,-22,-22,25,28,30,21,30,51,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Renee Purbrick,73.75,45,50,53,65,70,-73,53,70,123,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,female,Justine Martin,94.75,21,-22,22,21,23,25,22,25,47,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Lachlan Robinson,61.05,70,75,-79,76,,,75,76,151,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Alex Liang,66.80,-82,82,86,98,102,-106,86,102,188,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Simon Obery,67.75,-85,85,-90,100,-107,-107,85,100,185,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Samuel Katz,68.75,-85,-90,-90,105,110,-116,0,110,0,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Joshua Hromis,74.35,-80,85,-88,110,115,-120,85,115,200,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Pichdy Sybouy,76.85,75,82,88,90,97,105,88,105,193,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Jayden Dakdouk,71.80,-78,-78,78,88,92,95,78,95,173,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Cao Tran,73.45,70,-75,75,85,90,95,75,95,170,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Alan Xue,76.95,60,65,-68,80,85,88,65,88,153,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Darren Lawless,74.05,65,-70,-70,83,-87,87,65,87,152,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,George Pavloglou,71.30,57,61,65,-72,72,-75,65,72,137,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Nicholas Chatgoglou,71.65,-63,63,66,-87,-87,-87,66,0,0,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Adriel Mangohig,80.20,110,115,118,135,140,150,118,150,268,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Thomas Sewell,83.85,-100,100,107,138,145,-148,107,145,252,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Zeke Beilharz,83.55,92,97,100,-115,115,120,100,120,220,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Farley Webb,79.75,83,86,-89,98,103,107,86,107,193,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Ethan Veitch,77.80,45,48,-50,60,63,-65,48,63,111,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Simon Mccoy,93.50,115,-120,120,150,-155,,120,150,270,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Colin Sanders,92.95,93,98,-102,120,126,132,98,132,230,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Jared Tyler,91.30,94,-98,99,105,-110,112,99,112,211,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Ross Buchan,89.45,73,80,86,90,100,110,86,110,196,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Jay Saddington,93.20,88,91,-94,100,-105,-105,91,100,191,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Damian Willis,91.10,77,82,-86,95,100,105,82,105,187,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Bryce Morgan,87.40,78,-82,82,95,100,-105,82,100,182,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Ben Holt,93.00,48,51,55,55,60,65,55,65,120,AUS
Victorian Masters Championships inc. Masters GP2 & VWA Open,2015-04-11,male,Ryan Keaney,99.65,110,-115,-115,135,140,-145,110,140,250,AUS
