event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2020 SAWLA State Championships,2020-09-12,female,Celine Huynh,44.98,38,40,-45,40,44,47,40,47,87
2020 SAWLA State Championships,2020-09-12,female,Le Minh Thu Huynh,48.94,60,63,-66,-75,75,-80,63,75,138
2020 SAWLA State Championships,2020-09-12,female,Erin Gracey,58.98,-60,60,63,75,79,-83,63,79,142
2020 SAWLA State Championships,2020-09-12,female,Diana Fulga,56.96,32,37,41,38,43,46,41,46,87
2020 SAWLA State Championships,2020-09-12,female,Kiana Elliott,63.46,83,87,90,105,108,110,90,110,200
2020 SAWLA State Championships,2020-09-12,female,Zali Simes,61.84,45,50,55,60,65,70,55,70,125
2020 SAWLA State Championships,2020-09-12,female,Kelly Oliver,63.14,-52,-52,52,67,69,-71,52,69,121
2020 SAWLA State Championships,2020-09-12,female,Danielle Senior,70.30,78,81,85,98,-102,102,85,102,187
2020 SAWLA State Championships,2020-09-12,female,Joanne Flesfadar,71.82,63,-66,-66,-72,72,-75,63,72,135
2020 SAWLA State Championships,2020-09-12,male,James Wallace,66.25,-68,70,75,90,-95,95,75,95,170
2020 SAWLA State Championships,2020-09-12,male,Andrew Dodman,66.08,50,-55,55,70,75,-80,55,75,130
2020 SAWLA State Championships,2020-09-12,male,Lenin Pichiayan,72.80,75,78,80,-95,-95,95,80,95,175
2020 SAWLA State Championships,2020-09-12,male,Sebastian Pedroza,71.12,60,65,68,-80,80,-85,68,80,148
2020 SAWLA State Championships,2020-09-12,male,Frank Elliott,87.38,115,122,126,145,155,-161,126,155,281
2020 SAWLA State Championships,2020-09-12,male,James Newbury,88.30,-120,120,-125,0,0,0,120,0,0
2020 SAWLA State Championships,2020-09-12,male,David Tyrrell,104.54,95,100,115,115,125,-135,115,125,240
2020 SAWLA State Championships,2020-09-12,male,Anthony Formichella,128.10,65,69,74,80,84,90,74,90,164
