event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Madeline Wu,46.45,27,31,32,41,45,46,32,46,78,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Robin Parr,43.45,28,-32,32,43,-47,-48,32,43,75,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Madalene Derksen,45.35,18,20,22,22,25,27,22,27,49,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Tegan Napper,52.70,50,54,57,67,71,73,57,73,130,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Hayley Ward,51.90,34,37,-40,42,-46,-46,37,42,79,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Melissa Robinson,62.45,65,-70,-70,86,-90,-90,65,86,151,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Darcia Ondrovcik,62.85,42,45,48,58,62,66,48,66,114,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Kim Hanssen,65.70,46,50,-53,62,-65,-65,50,62,112,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Jessica Gilbert,82.00,55,59,62,65,71,76,62,76,138,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Lisa Souter,54.55,47,-50,50,62,65,68,50,68,118,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Julie Davis,52.75,26,27,28,37,-38,39,28,39,67,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Vicki Brady,52.00,24,25,-26,27,28,-29,25,28,53,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Colleen Duplock,57.25,25,26,-27,31,33,34,26,34,60,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Diana Loy,59.85,-50,50,55,70,,,55,70,125,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Valerie Silver,59.95,28,-31,-32,36,38,-40,28,38,66,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Malgorzata Soroka,67.75,53,-56,-56,65,-68,-68,53,65,118,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Emma Teede,67.70,44,47,-50,60,-64,-64,47,60,107,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Sue Cox,68.20,40,42,-44,50,-53,-53,42,50,92,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Leandra Miscamble,69.10,31,33,34,46,47,49,34,49,83,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,female,Bronwyn Hitchener,74.95,54,-57,57,68,71,73,57,73,130,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,James Norman,55.85,67,71,-74,92,98,-102,71,98,169,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,Joshua Wu,55.30,-65,65,67,88,-93,-93,67,88,155,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,Mitchell Daniels,54.75,40,-44,48,50,54,58,48,58,106,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,Liam Hanlon,46.30,32,-34,-36,-47,47,-50,32,47,79,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,James Catlow-Elliott,47.65,28,32,-35,39,43,46,32,46,78,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,Ethan Catlow-Elliott,47.00,21,25,28,26,30,-33,28,30,58,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,Lincoln Clapham,54.15,18,22,24,27,31,34,24,34,58,AUS
QWA League Round 4 & Masters League Round 4,2012-09-01,male,Julian Norman,34.30,18,20,22,27,30,-33,22,30,52,AUS
