event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Breana Tidd,30.12,7,8,-9,7,-8,8,8,8,16,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Alisha Lane,65.36,25,30,33,28,33,37,33,37,70,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Catriona Veitch,72.00,34,-36,-36,40,43,-45,34,43,77,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Jessikah Tidd,74.02,28,30,-33,35,38,41,30,41,71,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Anastasia Mifsud,83.35,13,14,15,15,-17,18,15,18,33,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Toni Lane,60.72,47,50,-52,66,68,70,50,70,120,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Elaine Janes,64.30,20,21,22,26,28,29,22,29,51,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,female,Margaret Webb,80.96,45,47,-49,50,-53,-53,47,50,97,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Joshua Meehan,41.24,13,15,16,14,-16,17,16,17,33,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Jacob Meehan,41.88,13,15,16,14,16,17,16,17,33,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Alexander Mifsud,61.94,22,24,26,25,30,32,26,32,58,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Samuel Reichler,69.50,-95,101,-103,105,112,-115,101,112,213,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Ethan Veitch,90.00,-60,-61,-61,75,80,83,0,83,0,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Ben Holt,95.72,52,56,58,62,66,70,58,70,128,AUS
Barwon Open & Barwon Club Youth GP3,2015-12-13,male,Zoran Jankovski,113.92,112,118,120,142,148,-152,120,148,268,AUS
