event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Open 1,2021-04-10,female,Thicia Acquisto,48.25,42,44,-46,55,58,60,44,60,104,AUS
HWC Open 1,2021-04-10,female,Hannah Tan,53.35,50,-53,-53,63,66,-68,50,66,116,AUS
HWC Open 1,2021-04-10,female,Lili Acquisto,51.45,31,33,35,38,41,43,35,43,78,AUS
HWC Open 1,2021-04-10,female,Emily Shaw,62.00,55,-58,58,75,78,81,58,81,139,AUS
HWC Open 1,2021-04-10,female,Cassandra Soubra,63.00,-52,52,55,71,-73,-73,55,71,126,AUS
HWC Open 1,2021-04-10,female,Malaika Jaovisidha,60.20,-50,50,52,-64,64,67,52,67,119,AUS
HWC Open 1,2021-04-10,female,Stephany Sweeney,62.90,46,-50,-51,65,-69,-69,46,65,111,AUS
HWC Open 1,2021-04-10,female,Katrina Jorna,63.75,44,47,-49,52,55,-58,47,55,102,AUS
HWC Open 1,2021-04-10,female,Doreen Koh,62.10,37,39,-40,50,52,53,39,53,92,AUS
HWC Open 1,2021-04-10,female,Yindi Hayden-Horan,75.10,51,54,56,70,72,74,56,74,130,AUS
HWC Open 1,2021-04-10,female,Kiera Bulluss,71.25,48,50,52,64,67,70,52,70,122,AUS
HWC Open 1,2021-04-10,female,Shanade Mulelly,79.60,53,57,-60,70,-73,73,57,73,130,AUS
HWC Open 1,2021-04-10,female,Sophie Popkiss,86.40,59,61,-63,75,78,-80,61,78,139,AUS
HWC Open 1,2021-04-10,male,Damien Hewish,55.00,50,55,60,70,75,-80,60,75,135,AUS
HWC Open 1,2021-04-10,male,Vannara Be,64.95,80,90,100,100,110,120,100,120,220,AUS
HWC Open 1,2021-04-10,male,David Holt,70.35,50,-56,60,70,75,80,60,80,140,AUS
HWC Open 1,2021-04-10,male,James Delaney,74.40,112,116,118,145,-150,-155,118,145,263,AUS
HWC Open 1,2021-04-10,male,Linh Nguyen,75.35,100,104,107,120,125,130,107,130,237,AUS
HWC Open 1,2021-04-10,male,Seth Schadendorff,75.45,80,85,90,100,105,-110,90,105,195,AUS
HWC Open 1,2021-04-10,male,Simon Grace,80.50,55,-60,60,70,75,-81,60,75,135,AUS
HWC Open 1,2021-04-10,male,Chris Holt,80.35,26,,,26,,,26,26,52,AUS
HWC Open 1,2021-04-10,male,Jadyn Lam,81.90,-60,60,63,82,88,93,63,93,156,AUS
HWC Open 1,2021-04-10,male,Milos Trnka,87.95,33,36,38,40,45,50,38,50,88,AUS
HWC Open 1,2021-04-10,male,Laiton Frisk,94.85,115,120,-121,150,156,-160,120,156,276,AUS
HWC Open 1,2021-04-10,male,Warren Hellisen,95.95,85,-90,90,120,130,140,90,140,230,AUS
HWC Open 1,2021-04-10,male,Nahir Malki,130.00,100,105,110,125,,,110,125,235,AUS
HWC Open 1,2021-04-10,male,James Holt,116.70,35,,,45,,,35,45,80,AUS
