event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,female,Kirsty Cathcart,87.02,45,50,-52,55,60,-62,50,60,110
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,female,Nicole Chamberlain,67.38,60,64,66,75,79,81,66,81,147
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Dylan Chieng,64.20,50,-52,52,60,-65,65,52,65,117
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Jack Strudwicke,74.92,78,-81,-81,100,-105,-105,78,100,178
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Jerome Squires,74.00,55,60,65,75,80,83,65,83,148
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Frank Elliott,78.02,100,105,-110,118,122,127,105,127,232
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Paul Rowley,82.28,60,65,70,75,80,87,70,87,157
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Mitchell Gustafsson,79.90,60,65,70,85,0,0,70,85,155
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Max Dal Santo,100.62,0,0,0,0,0,0,0,0,0
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Jared Grimm,120.80,50,-55,55,60,65,70,55,70,125
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Arjun Tokhi,77.68,60,67,72,75,80,-88,72,80,152
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,John Humphrys,84.90,42,45,48,52,55,-57,48,55,103
SAWLA March Open and Rodney Hutton Memorial Cup Round 1,2013-03-16,male,Ashley Dean Pascoe,115.48,55,60,-63,80,85,86,60,86,146
