event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Open Club #3,2018-09-22,female,Laya Dunn,63.72,50,58,61,65,71,-75,61,71,132,AUS
Open Club #3,2018-09-22,female,Dani Simeoni,62.52,45,47,-49,-55,57,61,47,61,108,AUS
Open Club #3,2018-09-22,female,Sally Ormiston,64.84,42,-45,-46,50,55,-60,42,55,97,AUS
Open Club #3,2018-09-22,female,Prue Teasdale,68.26,35,38,41,43,46,50,41,50,91,AUS
Open Club #3,2018-09-22,female,Carmen Lau,68.12,27,30,32,35,40,43,32,43,75,AUS
Open Club #3,2018-09-22,female,Mary Pekin,69.86,22,23,24,27,30,-34,24,30,54,AUS
Open Club #3,2018-09-22,female,Emily Bissaker,75.00,40,44,-47,55,59,63,44,63,107,AUS
Open Club #3,2018-09-22,female,Michelle Weeding,73.46,27,30,32,35,39,41,32,41,73,AUS
Open Club #3,2018-09-22,male,Troy Roughley,70.30,70,75,78,90,-95,95,78,95,173,AUS
Open Club #3,2018-09-22,male,Mark Muir,88.20,89,-93,-93,124,130,134,89,134,223,AUS
Open Club #3,2018-09-22,male,Matthew Reynolds,93.60,115,120,-125,150,-156,156,120,156,276,AUS
Open Club #3,2018-09-22,male,Michal Dunski,91.10,90,100,105,120,130,-140,105,130,235,AUS
Open Club #3,2018-09-22,male,Andrew Brown,101.20,81,-85,-90,93,97,101,81,101,182,AUS
Open Club #3,2018-09-22,male,John Reynolds,105.10,45,-47,-47,58,-61,61,45,61,106,AUS
