event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Cougars Club Competition,2019-03-02,female,Katie Knight,55.12,15,17,19,18,21,24,19,24,43,AUS
Cougars Club Competition,2019-03-02,female,Darcy Kay,63.55,70,74,76,88,92,-96,76,92,168,AUS
Cougars Club Competition,2019-03-02,female,Rhian Roussos,63.64,60,64,-67,73,78,-83,64,78,142,AUS
Cougars Club Competition,2019-03-02,female,Lydia Olsen,63.25,56,-60,60,72,76,80,60,80,140,AUS
Cougars Club Competition,2019-03-02,female,Courtney Haley,69.75,62,66,69,82,86,89,69,89,158,AUS
Cougars Club Competition,2019-03-02,female,Emma Chapman,68.95,47,50,52,58,60,65,52,65,117,AUS
Cougars Club Competition,2019-03-02,female,Grea Effeney,69.99,44,48,51,53,57,60,51,60,111,AUS
Cougars Club Competition,2019-03-02,female,Sally Young,70.05,26,30,33,40,44,48,33,48,81,AUS
Cougars Club Competition,2019-03-02,female,Nicole Cant,75.71,35,-38,38,47,-50,50,38,50,88,AUS
Cougars Club Competition,2019-03-02,male,Philip Chan,80.65,-91,91,-95,122,127,130,91,130,221,AUS
Cougars Club Competition,2019-03-02,male,Corey Prior,80.13,70,75,80,100,105,110,80,110,190,AUS
Cougars Club Competition,2019-03-02,male,David Bock,80.50,76,78,-80,93,96,-100,78,96,174,AUS
Cougars Club Competition,2019-03-02,male,Jack Bell,87.78,52,56,60,75,80,85,60,85,145,AUS
Cougars Club Competition,2019-03-02,male,Alex Murphy,105.55,-81,81,85,100,105,-110,85,105,190,AUS
Cougars Club Competition,2019-03-02,male,Peter Foster,105.43,60,65,70,70,75,80,70,80,150,AUS
