event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Tamworth Open Competition,2021-04-18,female,Jasmine Walker,44.40,35,40,42,55,60,63,42,63,105,AUS
Tamworth Open Competition,2021-04-18,female,Kareena Pritchard,55.95,45,48,50,60,64,-67,50,64,114,AUS
Tamworth Open Competition,2021-04-18,female,Cazzie Pitsis,56.60,21,23,25,37,39,41,25,41,66,AUS
Tamworth Open Competition,2021-04-18,female,Georgia Pryer,61.75,58,63,-71,75,80,85,63,85,148,AUS
Tamworth Open Competition,2021-04-18,female,Paige Williams,63.20,52,56,-60,59,70,-75,56,70,126,AUS
Tamworth Open Competition,2021-04-18,female,Jana Truban,62.80,33,35,37,45,48,-51,37,48,85,AUS
Tamworth Open Competition,2021-04-18,female,Alyssa Davis,61.35,30,34,-37,35,-40,40,34,40,74,AUS
Tamworth Open Competition,2021-04-18,female,Jessica Greacen,69.55,45,48,51,55,59,62,51,62,113,AUS
Tamworth Open Competition,2021-04-18,female,Megan Dunn,65.35,32,35,38,48,50,54,38,54,92,AUS
Tamworth Open Competition,2021-04-18,female,Lisa Mcgavern,69.50,35,-38,38,45,50,53,38,53,91,AUS
Tamworth Open Competition,2021-04-18,female,Michelle Shannon,73.40,32,35,-38,48,-50,-53,35,48,83,AUS
Tamworth Open Competition,2021-04-18,female,Annabel Thomson,79.55,70,74,-78,90,94,98,74,98,172,AUS
Tamworth Open Competition,2021-04-18,female,Tanya Weir,77.30,30,33,35,48,50,55,35,55,90,AUS
Tamworth Open Competition,2021-04-18,female,Michelle Pedley,82.55,30,35,40,50,-55,55,40,55,95,AUS
Tamworth Open Competition,2021-04-18,female,Veronica Pearson,108.55,52,54,-55,64,-68,68,54,68,122,AUS
Tamworth Open Competition,2021-04-18,female,Alyssa Walter,103.75,48,51,-54,60,64,-67,51,64,115,AUS
Tamworth Open Competition,2021-04-18,male,Corey Radford,72.20,80,85,88,102,107,110,88,110,198,AUS
Tamworth Open Competition,2021-04-18,male,Rhys Stewart,71.45,65,73,80,90,-97,100,80,100,180,AUS
Tamworth Open Competition,2021-04-18,male,Karl Stevens,71.45,53,57,-60,70,74,-78,57,74,131,AUS
Tamworth Open Competition,2021-04-18,male,Max Mcgavern,73.80,70,75,80,95,100,105,80,105,185,AUS
Tamworth Open Competition,2021-04-18,male,Sam Foran,79.30,65,70,-75,100,-107,-110,70,100,170,AUS
Tamworth Open Competition,2021-04-18,male,Blake Mammarella,87.15,110,115,120,142,148,149,120,149,269,AUS
Tamworth Open Competition,2021-04-18,male,Alex Hersey,83.55,95,100,105,-130,136,142,105,142,247,AUS
Tamworth Open Competition,2021-04-18,male,Demogene Smith,85.90,91,-100,-105,110,-120,-130,91,110,201,AUS
Tamworth Open Competition,2021-04-18,male,Robert Mcintosh,83.75,27,30,33,36,40,43,33,43,76,AUS
Tamworth Open Competition,2021-04-18,male,Hui-Hsien (Alvin) Chen,91.55,60,65,-73,85,90,93,65,93,158,AUS
Tamworth Open Competition,2021-04-18,male,Adrian Carey,95.40,117,121,-124,-151,-155,-155,121,0,0,AUS
Tamworth Open Competition,2021-04-18,male,Dan Mcgavern,99.50,90,95,100,110,116,120,100,120,220,AUS
