event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA August Championships,2019-08-24,male,Frank Elliott,81.00,-120,-120,,,,,0,0,0,AUS
SAWLA August Championships,2019-08-24,male,Anthony Formichella,132.70,45,50,55,60,65,70,55,70,125,AUS
