event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,female,Charrae Myers,54.34,-40,43,45,54,56,-58,45,56,101,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,female,Camilla Fogagnolo,68.32,75,80,-83,-100,-100,100,80,100,180,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,female,Telyshia Jones,64.56,31,34,36,41,45,47,36,47,83,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,female,Karen Bushell,69.64,22,24,26,30,33,35,26,35,61,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Dominic Newman,59.90,18,21,24,30,34,36,24,36,60,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,David Bannister,65.80,83,87,-90,100,-105,105,87,105,192,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Bradley Groom,76.20,78,82,85,95,101,-104,85,101,186,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Jake Moore,84.84,101,-105,-105,106,,,101,106,207,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Dylan Oakford,91.22,100,-105,-105,120,-125,130,100,130,230,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Scott Taylor,101.06,100,103,-107,120,125,131,103,131,234,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Anthony Wilson,96.60,90,93,96,112,120,125,96,125,221,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Nick Johnson,127.62,60,64,67,75,78,80,67,80,147,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Zac Millhouse,65.62,31,33,35,42,45,47,35,47,82,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Dale Hall-Bowden,91.82,-82,82,85,-100,100,105,85,105,190,AUS
Chris Chugg Memorial and Presidents Cup Round 1,2014-02-15,male,Robert Gotts,120.20,-70,70,-72,90,95,,70,95,165,AUS
