event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA August Open,2016-08-20,female,Lucy Dolling,73.56,25,28,30,40,45,-50,30,45,75
SAWLA August Open,2016-08-20,female,Carly Allen,91.32,-62,-62,62,75,80,85,62,85,147
SAWLA August Open,2016-08-20,female,Jennifer Zeven,98.96,53,56,-58,83,-86,-86,56,83,139
SAWLA August Open,2016-08-20,male,Manthan Tokhi,72.10,65,70,73,85,-90,90,73,90,163
SAWLA August Open,2016-08-20,male,Vikas Kumar,79.12,70,75,80,90,95,100,80,100,180
SAWLA August Open,2016-08-20,male,Gary Mortiboy,90.82,90,95,-100,110,115,-120,95,115,210
SAWLA August Open,2016-08-20,male,Jordan Steffens,137.22,130,135,140,165,170,175,140,175,315
SAWLA August Open,2016-08-20,male,Richard Baker,109.80,-117,117,-122,140,0,0,117,140,257
SAWLA August Open,2016-08-20,male,John Humphrys,91.90,36,-40,40,46,49,50,40,50,90
SAWLA August Open,2016-08-20,male,Chris Duthie,122.18,73,75,0,-106,106,0,75,106,181
